"","IGFNS1_aligned.bam"
"ENSRNOG00000051291",175
"ENSRNOG00000069200",0
"ENSRNOG00000069439",0
"ENSRNOG00000071029",0
"ENSRNOG00000061299",0
"ENSRNOG00000070394",0
"ENSRNOG00000030879",0
"ENSRNOG00000030784",0
"ENSRNOG00000029286",0
"ENSRNOG00000029051",0
"ENSRNOG00000016661",0
"ENSRNOG00000024877",0
"ENSRNOG00000024789",0
"ENSRNOG00000068326",0
"ENSRNOG00000042948",0
"ENSRNOG00000064922",0
"ENSRNOG00000017362",0
"ENSRNOG00000056658",39
"ENSRNOG00000016954",0
"ENSRNOG00000063047",0
"ENSRNOG00000018320",685
"ENSRNOG00000063164",0
"ENSRNOG00000068532",0
"ENSRNOG00000011417",521
"ENSRNOG00000017211",0
"ENSRNOG00000059092",2
"ENSRNOG00000064452",0
"ENSRNOG00000064059",2
"ENSRNOG00000011367",57
"ENSRNOG00000068910",0
"ENSRNOG00000050668",0
"ENSRNOG00000066322",0
"ENSRNOG00000068990",0
"ENSRNOG00000062615",1
"ENSRNOG00000062675",1
"ENSRNOG00000065560",0
"ENSRNOG00000067892",202
"ENSRNOG00000067218",337
"ENSRNOG00000062713",433
"ENSRNOG00000069975",7
"ENSRNOG00000068051",11
"ENSRNOG00000069981",0
"ENSRNOG00000069374",0
"ENSRNOG00000070940",1
"ENSRNOG00000065005",104
"ENSRNOG00000066426",631
"ENSRNOG00000063937",868
"ENSRNOG00000067172",686
"ENSRNOG00000064879",0
"ENSRNOG00000058035",0
"ENSRNOG00000070479",1665
"ENSRNOG00000066155",170
"ENSRNOG00000065878",0
"ENSRNOG00000063114",0
"ENSRNOG00000067163",334
"ENSRNOG00000068841",3
"ENSRNOG00000070929",0
"ENSRNOG00000059944",0
"ENSRNOG00000068916",501
"ENSRNOG00000067570",0
"ENSRNOG00000070101",5
"ENSRNOG00000062328",2737
"ENSRNOG00000064552",0
"ENSRNOG00000067881",0
"ENSRNOG00000064807",54
"ENSRNOG00000069055",0
"ENSRNOG00000051306",0
"ENSRNOG00000067339",5
"ENSRNOG00000067663",100
"ENSRNOG00000064639",0
"ENSRNOG00000069106",11
"ENSRNOG00000069402",0
"ENSRNOG00000065123",17
"ENSRNOG00000062444",0
"ENSRNOG00000067329",71
"ENSRNOG00000071111",1
"ENSRNOG00000067102",2
"ENSRNOG00000055337",0
"ENSRNOG00000069973",0
"ENSRNOG00000064113",0
"ENSRNOG00000066818",14
"ENSRNOG00000065637",1
"ENSRNOG00000068440",0
"ENSRNOG00000067503",0
"ENSRNOG00000070062",13
"ENSRNOG00000068946",0
"ENSRNOG00000063598",3
"ENSRNOG00000062906",3
"ENSRNOG00000063366",0
"ENSRNOG00000062481",0
"ENSRNOG00000070843",0
"ENSRNOG00000069440",7
"ENSRNOG00000067183",26
"ENSRNOG00000066241",186
"ENSRNOG00000065487",52
"ENSRNOG00000062362",0
"ENSRNOG00000066597",1
"ENSRNOG00000065497",80
"ENSRNOG00000064891",5
"ENSRNOG00000064120",0
"ENSRNOG00000070679",0
"ENSRNOG00000071072",6
"ENSRNOG00000064798",2
"ENSRNOG00000064347",2
"ENSRNOG00000064053",2
"ENSRNOG00000065910",7
"ENSRNOG00000071115",3
"ENSRNOG00000069803",7
"ENSRNOG00000070123",11
"ENSRNOG00000068585",0
"ENSRNOG00000062831",0
"ENSRNOG00000030886",0
"ENSRNOG00000065190",39
"ENSRNOG00000028449",5619
"ENSRNOG00000063029",0
"ENSRNOG00000060587",323
"ENSRNOG00000070609",0
"ENSRNOG00000070852",0
"ENSRNOG00000063212",0
"ENSRNOG00000066091",17
"ENSRNOG00000060288",8226
"ENSRNOG00000038088",0
"ENSRNOG00000063173",0
"ENSRNOG00000014252",371
"ENSRNOG00000068867",0
"ENSRNOG00000063049",0
"ENSRNOG00000065203",0
"ENSRNOG00000038087",7
"ENSRNOG00000064934",7
"ENSRNOG00000016863",10
"ENSRNOG00000067457",0
"ENSRNOG00000063636",4672
"ENSRNOG00000059444",0
"ENSRNOG00000068957",2
"ENSRNOG00000065335",33
"ENSRNOG00000052871",0
"ENSRNOG00000034106",723
"ENSRNOG00000065598",0
"ENSRNOG00000050032",4
"ENSRNOG00000068627",0
"ENSRNOG00000064509",0
"ENSRNOG00000050758",435
"ENSRNOG00000070984",0
"ENSRNOG00000065473",0
"ENSRNOG00000066033",884
"ENSRNOG00000066907",0
"ENSRNOG00000065900",0
"ENSRNOG00000070975",0
"ENSRNOG00000066718",0
"ENSRNOG00000053202",0
"ENSRNOG00000047045",567
"ENSRNOG00000065136",0
"ENSRNOG00000002340",2
"ENSRNOG00000024009",0
"ENSRNOG00000032232",717
"ENSRNOG00000062485",18
"ENSRNOG00000030351",178
"ENSRNOG00000019427",0
"ENSRNOG00000065885",112
"ENSRNOG00000037364",64
"ENSRNOG00000012877",0
"ENSRNOG00000031859",3221
"ENSRNOG00000064044",0
"ENSRNOG00000058668",0
"ENSRNOG00000037348",186
"ENSRNOG00000068795",0
"ENSRNOG00000021128",0
"ENSRNOG00000033021",0
"ENSRNOG00000022703",0
"ENSRNOG00000021037",1
"ENSRNOG00000070585",0
"ENSRNOG00000014242",0
"ENSRNOG00000064327",0
"ENSRNOG00000010172",42
"ENSRNOG00000024429",348
"ENSRNOG00000010146",9
"ENSRNOG00000010158",0
"ENSRNOG00000056928",0
"ENSRNOG00000049257",0
"ENSRNOG00000070574",488
"ENSRNOG00000051333",2
"ENSRNOG00000070736",74
"ENSRNOG00000032204",53
"ENSRNOG00000034206",1
"ENSRNOG00000012349",373
"ENSRNOG00000069120",2
"ENSRNOG00000065989",0
"ENSRNOG00000029233",0
"ENSRNOG00000063878",0
"ENSRNOG00000065475",0
"ENSRNOG00000069657",0
"ENSRNOG00000048071",3
"ENSRNOG00000022941",746
"ENSRNOG00000063715",37
"ENSRNOG00000018078",0
"ENSRNOG00000071147",0
"ENSRNOG00000017922",0
"ENSRNOG00000042782",0
"ENSRNOG00000070801",0
"ENSRNOG00000030042",0
"ENSRNOG00000012071",0
"ENSRNOG00000015893",0
"ENSRNOG00000015901",0
"ENSRNOG00000015909",0
"ENSRNOG00000015924",0
"ENSRNOG00000062518",0
"ENSRNOG00000062378",0
"ENSRNOG00000064549",0
"ENSRNOG00000065494",0
"ENSRNOG00000015940",0
"ENSRNOG00000071019",0
"ENSRNOG00000063534",0
"ENSRNOG00000017387",0
"ENSRNOG00000049480",0
"ENSRNOG00000069450",0
"ENSRNOG00000070883",0
"ENSRNOG00000028802",0
"ENSRNOG00000064717",0
"ENSRNOG00000063203",0
"ENSRNOG00000018508",0
"ENSRNOG00000018506",0
"ENSRNOG00000018503",9
"ENSRNOG00000064536",0
"ENSRNOG00000070164",0
"ENSRNOG00000050377",0
"ENSRNOG00000047148",0
"ENSRNOG00000048369",0
"ENSRNOG00000069168",0
"ENSRNOG00000033350",0
"ENSRNOG00000071207",0
"ENSRNOG00000067982",0
"ENSRNOG00000064338",5
"ENSRNOG00000064173",1
"ENSRNOG00000013596",395
"ENSRNOG00000022863",0
"ENSRNOG00000069093",0
"ENSRNOG00000069847",0
"ENSRNOG00000062736",0
"ENSRNOG00000070280",0
"ENSRNOG00000062707",22
"ENSRNOG00000015691",104
"ENSRNOG00000067382",0
"ENSRNOG00000065902",41
"ENSRNOG00000063706",0
"ENSRNOG00000069617",33
"ENSRNOG00000070569",0
"ENSRNOG00000016408",1284
"ENSRNOG00000019455",306
"ENSRNOG00000069092",45
"ENSRNOG00000013790",2399
"ENSRNOG00000020893",651
"ENSRNOG00000062446",0
"ENSRNOG00000062864",17
"ENSRNOG00000068207",641
"ENSRNOG00000068917",9
"ENSRNOG00000065221",0
"ENSRNOG00000053392",0
"ENSRNOG00000066968",0
"ENSRNOG00000066506",0
"ENSRNOG00000062875",55
"ENSRNOG00000009468",1
"ENSRNOG00000063736",39
"ENSRNOG00000069752",0
"ENSRNOG00000067200",1
"ENSRNOG00000064252",1
"ENSRNOG00000052649",2
"ENSRNOG00000067004",50
"ENSRNOG00000000096",272
"ENSRNOG00000014385",17
"ENSRNOG00000011135",507
"ENSRNOG00000022511",0
"ENSRNOG00000066793",296
"ENSRNOG00000066286",0
"ENSRNOG00000065871",0
"ENSRNOG00000065021",142
"ENSRNOG00000069279",43
"ENSRNOG00000062826",7
"ENSRNOG00000062622",0
"ENSRNOG00000068500",0
"ENSRNOG00000009792",0
"ENSRNOG00000052367",0
"ENSRNOG00000015821",1
"ENSRNOG00000052903",0
"ENSRNOG00000069848",0
"ENSRNOG00000067565",8
"ENSRNOG00000014000",696
"ENSRNOG00000067235",64
"ENSRNOG00000064348",0
"ENSRNOG00000070892",0
"ENSRNOG00000070333",0
"ENSRNOG00000028120",357
"ENSRNOG00000062674",103
"ENSRNOG00000016580",5825
"ENSRNOG00000065909",49
"ENSRNOG00000009548",181
"ENSRNOG00000066263",0
"ENSRNOG00000065748",0
"ENSRNOG00000059640",0
"ENSRNOG00000016878",24
"ENSRNOG00000020420",1
"ENSRNOG00000070241",457
"ENSRNOG00000063312",10
"ENSRNOG00000033028",0
"ENSRNOG00000065226",127
"ENSRNOG00000070625",1
"ENSRNOG00000064644",0
"ENSRNOG00000019023",1711
"ENSRNOG00000068287",0
"ENSRNOG00000024213",1468
"ENSRNOG00000038176",1
"ENSRNOG00000067530",0
"ENSRNOG00000069285",0
"ENSRNOG00000064365",0
"ENSRNOG00000070468",1
"ENSRNOG00000050321",946
"ENSRNOG00000020307",0
"ENSRNOG00000065725",4
"ENSRNOG00000068643",0
"ENSRNOG00000069542",75
"ENSRNOG00000069696",0
"ENSRNOG00000067311",1618
"ENSRNOG00000069031",8
"ENSRNOG00000000091",448
"ENSRNOG00000065363",5
"ENSRNOG00000053939",3
"ENSRNOG00000067758",454
"ENSRNOG00000009388",0
"ENSRNOG00000065468",6
"ENSRNOG00000066808",0
"ENSRNOG00000019671",429
"ENSRNOG00000066942",3593
"ENSRNOG00000010342",0
"ENSRNOG00000067397",6
"ENSRNOG00000065602",5491
"ENSRNOG00000069177",0
"ENSRNOG00000016387",935
"ENSRNOG00000013282",1
"ENSRNOG00000064826",11
"ENSRNOG00000009555",33
"ENSRNOG00000063292",0
"ENSRNOG00000063898",5
"ENSRNOG00000062616",1
"ENSRNOG00000063887",0
"ENSRNOG00000069709",614
"ENSRNOG00000062733",36
"ENSRNOG00000013886",0
"ENSRNOG00000047137",3480
"ENSRNOG00000000095",376
"ENSRNOG00000026059",16
"ENSRNOG00000058324",0
"ENSRNOG00000066623",9
"ENSRNOG00000064711",40
"ENSRNOG00000050343",417
"ENSRNOG00000067315",128
"ENSRNOG00000016872",7
"ENSRNOG00000065873",95
"ENSRNOG00000065683",30
"ENSRNOG00000067598",4
"ENSRNOG00000046947",28
"ENSRNOG00000069186",0
"ENSRNOG00000064998",63
"ENSRNOG00000071162",0
"ENSRNOG00000032002",5
"ENSRNOG00000042222",0
"ENSRNOG00000062522",0
"ENSRNOG00000010482",0
"ENSRNOG00000060538",120
"ENSRNOG00000015226",515
"ENSRNOG00000017376",0
"ENSRNOG00000019296",9
"ENSRNOG00000042814",20
"ENSRNOG00000069952",0
"ENSRNOG00000061414",0
"ENSRNOG00000065240",0
"ENSRNOG00000025219",1
"ENSRNOG00000042068",185
"ENSRNOG00000062390",0
"ENSRNOG00000070868",2
"ENSRNOG00000064965",28
"ENSRNOG00000048043",4340
"ENSRNOG00000065997",0
"ENSRNOG00000017998",0
"ENSRNOG00000009533",2
"ENSRNOG00000068387",2
"ENSRNOG00000067940",31
"ENSRNOG00000062438",297
"ENSRNOG00000063006",10
"ENSRNOG00000017105",1
"ENSRNOG00000064627",8
"ENSRNOG00000069885",0
"ENSRNOG00000062326",30
"ENSRNOG00000027089",876
"ENSRNOG00000065278",14
"ENSRNOG00000021157",0
"ENSRNOG00000064828",135
"ENSRNOG00000031247",31
"ENSRNOG00000060329",224
"ENSRNOG00000066816",7
"ENSRNOG00000068223",0
"ENSRNOG00000069675",0
"ENSRNOG00000049523",6
"ENSRNOG00000054767",2
"ENSRNOG00000015925",452
"ENSRNOG00000062883",341
"ENSRNOG00000066664",0
"ENSRNOG00000060159",0
"ENSRNOG00000070570",0
"ENSRNOG00000042536",494
"ENSRNOG00000071119",88
"ENSRNOG00000011107",0
"ENSRNOG00000066610",0
"ENSRNOG00000021176",696
"ENSRNOG00000043478",0
"ENSRNOG00000059822",0
"ENSRNOG00000021110",5
"ENSRNOG00000065721",0
"ENSRNOG00000065245",0
"ENSRNOG00000018068",63
"ENSRNOG00000064913",0
"ENSRNOG00000061462",1
"ENSRNOG00000020330",320
"ENSRNOG00000057843",0
"ENSRNOG00000058131",0
"ENSRNOG00000017874",0
"ENSRNOG00000057642",0
"ENSRNOG00000040166",0
"ENSRNOG00000011973",140
"ENSRNOG00000051936",0
"ENSRNOG00000069295",0
"ENSRNOG00000024119",0
"ENSRNOG00000021216",500
"ENSRNOG00000021209",128
"ENSRNOG00000068641",0
"ENSRNOG00000063406",8
"ENSRNOG00000068490",0
"ENSRNOG00000067384",6
"ENSRNOG00000067753",317
"ENSRNOG00000051788",0
"ENSRNOG00000069895",74
"ENSRNOG00000063097",16
"ENSRNOG00000067563",7
"ENSRNOG00000054205",0
"ENSRNOG00000064855",46
"ENSRNOG00000020315",171
"ENSRNOG00000054960",0
"ENSRNOG00000064079",0
"ENSRNOG00000053777",0
"ENSRNOG00000033741",181
"ENSRNOG00000068985",203
"ENSRNOG00000011006",0
"ENSRNOG00000013055",730
"ENSRNOG00000065558",0
"ENSRNOG00000068929",0
"ENSRNOG00000058232",1
"ENSRNOG00000056816",0
"ENSRNOG00000063703",0
"ENSRNOG00000045617",0
"ENSRNOG00000028373",0
"ENSRNOG00000068820",1
"ENSRNOG00000055436",0
"ENSRNOG00000066523",3
"ENSRNOG00000021181",2511
"ENSRNOG00000069313",0
"ENSRNOG00000069153",0
"ENSRNOG00000010698",2
"ENSRNOG00000064070",91
"ENSRNOG00000069388",0
"ENSRNOG00000070873",0
"ENSRNOG00000068992",0
"ENSRNOG00000042477",0
"ENSRNOG00000070757",26
"ENSRNOG00000056329",0
"ENSRNOG00000055198",0
"ENSRNOG00000064202",1
"ENSRNOG00000067555",277
"ENSRNOG00000019785",542
"ENSRNOG00000056690",0
"ENSRNOG00000070421",0
"ENSRNOG00000068393",0
"ENSRNOG00000056646",0
"ENSRNOG00000032959",385
"ENSRNOG00000048440",0
"ENSRNOG00000061110",0
"ENSRNOG00000069077",0
"ENSRNOG00000069997",0
"ENSRNOG00000066880",6
"ENSRNOG00000070475",1
"ENSRNOG00000068330",58
"ENSRNOG00000060028",0
"ENSRNOG00000068040",26
"ENSRNOG00000054583",0
"ENSRNOG00000066083",0
"ENSRNOG00000021213",5258
"ENSRNOG00000016306",4
"ENSRNOG00000066136",9
"ENSRNOG00000070258",0
"ENSRNOG00000013217",386
"ENSRNOG00000067289",0
"ENSRNOG00000057368",0
"ENSRNOG00000021324",90
"ENSRNOG00000063809",0
"ENSRNOG00000021201",5977
"ENSRNOG00000011627",4166
"ENSRNOG00000063982",0
"ENSRNOG00000062497",0
"ENSRNOG00000065416",12
"ENSRNOG00000060411",1
"ENSRNOG00000013240",2
"ENSRNOG00000065216",0
"ENSRNOG00000056120",0
"ENSRNOG00000063403",12
"ENSRNOG00000054575",0
"ENSRNOG00000020444",5
"ENSRNOG00000070219",19
"ENSRNOG00000067677",0
"ENSRNOG00000071142",0
"ENSRNOG00000055120",0
"ENSRNOG00000065979",0
"ENSRNOG00000019780",1
"ENSRNOG00000038825",2
"ENSRNOG00000057342",0
"ENSRNOG00000012957",1504
"ENSRNOG00000065491",1
"ENSRNOG00000056100",0
"ENSRNOG00000019607",2
"ENSRNOG00000063429",0
"ENSRNOG00000031136",0
"ENSRNOG00000051599",0
"ENSRNOG00000021217",15
"ENSRNOG00000048118",121
"ENSRNOG00000067913",0
"ENSRNOG00000052781",0
"ENSRNOG00000010023",241
"ENSRNOG00000067456",0
"ENSRNOG00000061186",23
"ENSRNOG00000059078",0
"ENSRNOG00000062746",58
"ENSRNOG00000068782",1
"ENSRNOG00000069042",0
"ENSRNOG00000052362",0
"ENSRNOG00000009899",996
"ENSRNOG00000068875",0
"ENSRNOG00000067196",1
"ENSRNOG00000040201",6
"ENSRNOG00000066259",0
"ENSRNOG00000070273",0
"ENSRNOG00000060127",0
"ENSRNOG00000068448",829
"ENSRNOG00000052744",0
"ENSRNOG00000048363",0
"ENSRNOG00000060714",0
"ENSRNOG00000068328",2
"ENSRNOG00000071052",0
"ENSRNOG00000059759",0
"ENSRNOG00000069951",0
"ENSRNOG00000016298",167
"ENSRNOG00000068355",0
"ENSRNOG00000019465",2780
"ENSRNOG00000055500",0
"ENSRNOG00000051151",880
"ENSRNOG00000059152",0
"ENSRNOG00000052314",0
"ENSRNOG00000020360",598
"ENSRNOG00000052578",0
"ENSRNOG00000066052",0
"ENSRNOG00000014867",268
"ENSRNOG00000059800",0
"ENSRNOG00000053743",0
"ENSRNOG00000064002",20
"ENSRNOG00000054258",0
"ENSRNOG00000070560",0
"ENSRNOG00000018969",80
"ENSRNOG00000011951",448
"ENSRNOG00000070233",1
"ENSRNOG00000019201",943
"ENSRNOG00000009822",137
"ENSRNOG00000065347",1
"ENSRNOG00000012422",161
"ENSRNOG00000018656",3
"ENSRNOG00000064811",0
"ENSRNOG00000012149",413
"ENSRNOG00000024461",0
"ENSRNOG00000050877",200
"ENSRNOG00000016451",12
"ENSRNOG00000021170",236
"ENSRNOG00000028765",2
"ENSRNOG00000032580",0
"ENSRNOG00000024136",212
"ENSRNOG00000063890",0
"ENSRNOG00000063754",0
"ENSRNOG00000013703",297
"ENSRNOG00000061328",102
"ENSRNOG00000012183",861
"ENSRNOG00000064517",0
"ENSRNOG00000069607",0
"ENSRNOG00000030639",121
"ENSRNOG00000015472",0
"ENSRNOG00000043329",33
"ENSRNOG00000029749",0
"ENSRNOG00000017310",352
"ENSRNOG00000016591",735
"ENSRNOG00000014051",1043
"ENSRNOG00000063678",594
"ENSRNOG00000009949",1156
"ENSRNOG00000064861",0
"ENSRNOG00000033830",0
"ENSRNOG00000012471",0
"ENSRNOG00000028225",1
"ENSRNOG00000051480",747
"ENSRNOG00000012799",1141
"ENSRNOG00000020923",199
"ENSRNOG00000018297",1
"ENSRNOG00000026845",6
"ENSRNOG00000033088",4
"ENSRNOG00000015449",0
"ENSRNOG00000057557",0
"ENSRNOG00000012414",1959
"ENSRNOG00000063700",12
"ENSRNOG00000068038",0
"ENSRNOG00000011032",152
"ENSRNOG00000020952",8
"ENSRNOG00000027995",0
"ENSRNOG00000026937",451
"ENSRNOG00000018186",624
"ENSRNOG00000028328",42
"ENSRNOG00000013253",324
"ENSRNOG00000067658",0
"ENSRNOG00000018063",119
"ENSRNOG00000061151",0
"ENSRNOG00000018570",83
"ENSRNOG00000023322",2094
"ENSRNOG00000067445",0
"ENSRNOG00000010640",0
"ENSRNOG00000021173",410
"ENSRNOG00000011800",636
"ENSRNOG00000018662",135
"ENSRNOG00000040297",789
"ENSRNOG00000036877",0
"ENSRNOG00000013683",553
"ENSRNOG00000011875",1
"ENSRNOG00000056177",0
"ENSRNOG00000023837",269
"ENSRNOG00000055433",261
"ENSRNOG00000012723",0
"ENSRNOG00000031588",0
"ENSRNOG00000028319",145
"ENSRNOG00000012660",71035
"ENSRNOG00000019120",90
"ENSRNOG00000018759",0
"ENSRNOG00000062856",618
"ENSRNOG00000022910",0
"ENSRNOG00000014528",226
"ENSRNOG00000049385",620
"ENSRNOG00000065504",0
"ENSRNOG00000017077",504
"ENSRNOG00000030704",3194
"ENSRNOG00000014153",1168
"ENSRNOG00000049994",2
"ENSRNOG00000062828",164
"ENSRNOG00000011181",0
"ENSRNOG00000019046",0
"ENSRNOG00000061747",0
"ENSRNOG00000064672",8
"ENSRNOG00000033051",250
"ENSRNOG00000010888",0
"ENSRNOG00000013397",759
"ENSRNOG00000010560",0
"ENSRNOG00000023373",2961
"ENSRNOG00000065262",0
"ENSRNOG00000064597",0
"ENSRNOG00000011763",4244
"ENSRNOG00000013555",0
"ENSRNOG00000026953",1237
"ENSRNOG00000018673",2252
"ENSRNOG00000057707",0
"ENSRNOG00000013393",1143
"ENSRNOG00000009837",495
"ENSRNOG00000030904",0
"ENSRNOG00000018615",47
"ENSRNOG00000018946",914
"ENSRNOG00000020392",418
"ENSRNOG00000021323",140
"ENSRNOG00000012703",0
"ENSRNOG00000042105",0
"ENSRNOG00000057194",0
"ENSRNOG00000065741",0
"ENSRNOG00000065202",0
"ENSRNOG00000029191",5
"ENSRNOG00000068842",0
"ENSRNOG00000047014",111
"ENSRNOG00000069352",2
"ENSRNOG00000020421",0
"ENSRNOG00000065410",0
"ENSRNOG00000011133",0
"ENSRNOG00000066067",0
"ENSRNOG00000015622",276
"ENSRNOG00000011341",527
"ENSRNOG00000048209",0
"ENSRNOG00000013334",0
"ENSRNOG00000020542",2544
"ENSRNOG00000010556",92
"ENSRNOG00000008765",2
"ENSRNOG00000011261",321
"ENSRNOG00000069715",20
"ENSRNOG00000012481",5
"ENSRNOG00000020438",718
"ENSRNOG00000013313",500
"ENSRNOG00000010866",7
"ENSRNOG00000021012",851
"ENSRNOG00000014333",1010
"ENSRNOG00000032224",1
"ENSRNOG00000009491",1251
"ENSRNOG00000010084",2812
"ENSRNOG00000024046",0
"ENSRNOG00000015573",479
"ENSRNOG00000018236",0
"ENSRNOG00000021670",0
"ENSRNOG00000053325",19
"ENSRNOG00000068970",1
"ENSRNOG00000066474",1
"ENSRNOG00000015678",12
"ENSRNOG00000012199",0
"ENSRNOG00000016146",84
"ENSRNOG00000011383",333
"ENSRNOG00000016842",0
"ENSRNOG00000069649",50
"ENSRNOG00000013662",13
"ENSRNOG00000068087",0
"ENSRNOG00000011977",304
"ENSRNOG00000025462",304
"ENSRNOG00000016339",0
"ENSRNOG00000008721",1
"ENSRNOG00000053599",1764
"ENSRNOG00000051068",0
"ENSRNOG00000011561",848
"ENSRNOG00000068715",1091
"ENSRNOG00000009581",0
"ENSRNOG00000015969",296
"ENSRNOG00000011440",223
"ENSRNOG00000065357",11
"ENSRNOG00000016262",0
"ENSRNOG00000026989",0
"ENSRNOG00000049819",256
"ENSRNOG00000045649",1185
"ENSRNOG00000017821",0
"ENSRNOG00000020744",1056
"ENSRNOG00000011937",168
"ENSRNOG00000042359",3551
"ENSRNOG00000052116",483
"ENSRNOG00000009487",0
"ENSRNOG00000012478",204
"ENSRNOG00000021410",108
"ENSRNOG00000033162",0
"ENSRNOG00000042535",0
"ENSRNOG00000013411",588
"ENSRNOG00000020058",277
"ENSRNOG00000053086",1930
"ENSRNOG00000060626",181
"ENSRNOG00000013719",71
"ENSRNOG00000010280",0
"ENSRNOG00000009057",1273
"ENSRNOG00000016477",1097
"ENSRNOG00000019614",46
"ENSRNOG00000013912",1030
"ENSRNOG00000025371",160
"ENSRNOG00000019508",185
"ENSRNOG00000062002",0
"ENSRNOG00000063864",2408
"ENSRNOG00000014323",977
"ENSRNOG00000039473",0
"ENSRNOG00000057322",58
"ENSRNOG00000059842",0
"ENSRNOG00000049676",0
"ENSRNOG00000021088",18
"ENSRNOG00000017969",1
"ENSRNOG00000013692",121
"ENSRNOG00000018285",0
"ENSRNOG00000064164",0
"ENSRNOG00000052613",319
"ENSRNOG00000062777",356
"ENSRNOG00000066056",3
"ENSRNOG00000020778",13
"ENSRNOG00000009433",29
"ENSRNOG00000054294",2027
"ENSRNOG00000008971",0
"ENSRNOG00000042118",1081
"ENSRNOG00000052873",713
"ENSRNOG00000021160",0
"ENSRNOG00000012563",1261
"ENSRNOG00000031320",0
"ENSRNOG00000020979",2072
"ENSRNOG00000055986",0
"ENSRNOG00000011238",1527
"ENSRNOG00000042327",0
"ENSRNOG00000029212",20433
"ENSRNOG00000028865",1
"ENSRNOG00000028025",2
"ENSRNOG00000011669",312
"ENSRNOG00000069904",0
"ENSRNOG00000012186",1895
"ENSRNOG00000056697",9
"ENSRNOG00000015089",0
"ENSRNOG00000027522",0
"ENSRNOG00000021092",300
"ENSRNOG00000011844",432
"ENSRNOG00000012124",599
"ENSRNOG00000048342",756
"ENSRNOG00000015250",260
"ENSRNOG00000055846",0
"ENSRNOG00000019737",141
"ENSRNOG00000010797",0
"ENSRNOG00000067644",0
"ENSRNOG00000061390",0
"ENSRNOG00000015279",4
"ENSRNOG00000064744",33
"ENSRNOG00000066555",42
"ENSRNOG00000029966",72
"ENSRNOG00000020791",1087
"ENSRNOG00000037655",251
"ENSRNOG00000069452",9
"ENSRNOG00000014066",340
"ENSRNOG00000023908",0
"ENSRNOG00000014795",75
"ENSRNOG00000028097",2
"ENSRNOG00000018293",831
"ENSRNOG00000015686",908
"ENSRNOG00000011076",2520
"ENSRNOG00000013389",36
"ENSRNOG00000020373",786
"ENSRNOG00000031656",706
"ENSRNOG00000067662",0
"ENSRNOG00000016686",719
"ENSRNOG00000014052",0
"ENSRNOG00000018003",19
"ENSRNOG00000022707",1
"ENSRNOG00000016260",66
"ENSRNOG00000068153",42
"ENSRNOG00000066128",416
"ENSRNOG00000047620",581
"ENSRNOG00000067576",13
"ENSRNOG00000064952",0
"ENSRNOG00000066501",2
"ENSRNOG00000064838",54
"ENSRNOG00000049662",91
"ENSRNOG00000014414",1
"ENSRNOG00000016252",135
"ENSRNOG00000064105",202
"ENSRNOG00000069130",1
"ENSRNOG00000021185",197
"ENSRNOG00000010697",2974
"ENSRNOG00000038242",0
"ENSRNOG00000065249",65
"ENSRNOG00000013521",60
"ENSRNOG00000062479",4
"ENSRNOG00000061443",26
"ENSRNOG00000061707",0
"ENSRNOG00000064612",381
"ENSRNOG00000024115",3
"ENSRNOG00000029185",643
"ENSRNOG00000023851",1914
"ENSRNOG00000054204",5
"ENSRNOG00000010124",1030
"ENSRNOG00000021024",2579
"ENSRNOG00000021099",81
"ENSRNOG00000016163",590
"ENSRNOG00000029893",32
"ENSRNOG00000038044",381
"ENSRNOG00000021100",64
"ENSRNOG00000021026",526
"ENSRNOG00000062927",100
"ENSRNOG00000024521",0
"ENSRNOG00000021042",747
"ENSRNOG00000011859",568
"ENSRNOG00000014684",43
"ENSRNOG00000052775",988
"ENSRNOG00000010701",69
"ENSRNOG00000048256",207
"ENSRNOG00000013011",478
"ENSRNOG00000023365",2
"ENSRNOG00000016617",2929
"ENSRNOG00000067220",38
"ENSRNOG00000021168",749
"ENSRNOG00000016552",1008
"ENSRNOG00000012892",13
"ENSRNOG00000069706",0
"ENSRNOG00000008748",612
"ENSRNOG00000015347",23
"ENSRNOG00000009652",1449
"ENSRNOG00000049281",2057
"ENSRNOG00000066767",0
"ENSRNOG00000043370",1050
"ENSRNOG00000069066",0
"ENSRNOG00000063139",0
"ENSRNOG00000058111",140
"ENSRNOG00000062474",22
"ENSRNOG00000042977",96
"ENSRNOG00000067968",2
"ENSRNOG00000064402",0
"ENSRNOG00000019638",3411
"ENSRNOG00000030204",0
"ENSRNOG00000016122",351
"ENSRNOG00000020797",4
"ENSRNOG00000063838",0
"ENSRNOG00000014937",46
"ENSRNOG00000063844",0
"ENSRNOG00000028582",0
"ENSRNOG00000009803",0
"ENSRNOG00000064545",466
"ENSRNOG00000068046",0
"ENSRNOG00000021105",156
"ENSRNOG00000056627",0
"ENSRNOG00000063834",0
"ENSRNOG00000067526",4
"ENSRNOG00000063384",7
"ENSRNOG00000009205",1014
"ENSRNOG00000037341",0
"ENSRNOG00000020139",1107
"ENSRNOG00000023148",34
"ENSRNOG00000010624",1896
"ENSRNOG00000016336",114
"ENSRNOG00000066187",0
"ENSRNOG00000018021",261
"ENSRNOG00000066759",0
"ENSRNOG00000066927",0
"ENSRNOG00000070136",0
"ENSRNOG00000014243",267
"ENSRNOG00000064220",219
