"","LHNS2_aligned.bam"
"ENSRNOG00000068926",0
"ENSRNOG00000066762",0
"ENSRNOG00000023065",419
"ENSRNOG00000009096",0
"ENSRNOG00000069795",24
"ENSRNOG00000017399",145
"ENSRNOG00000067309",0
"ENSRNOG00000009022",28
"ENSRNOG00000062434",0
"ENSRNOG00000007281",5084
"ENSRNOG00000042507",1
"ENSRNOG00000062492",523
"ENSRNOG00000009112",532
"ENSRNOG00000062405",0
"ENSRNOG00000047114",0
"ENSRNOG00000023363",0
"ENSRNOG00000062429",160
"ENSRNOG00000006476",0
"ENSRNOG00000023337",74
"ENSRNOG00000033695",209
"ENSRNOG00000005615",259
"ENSRNOG00000009324",79
"ENSRNOG00000029574",8482
"ENSRNOG00000068666",0
"ENSRNOG00000018453",474
"ENSRNOG00000027655",0
"ENSRNOG00000065557",0
"ENSRNOG00000054428",0
"ENSRNOG00000008962",71
"ENSRNOG00000006857",0
"ENSRNOG00000007027",0
"ENSRNOG00000064781",7
"ENSRNOG00000067883",0
"ENSRNOG00000024709",0
"ENSRNOG00000031707",1
"ENSRNOG00000047566",8
"ENSRNOG00000066643",0
"ENSRNOG00000059347",109
"ENSRNOG00000064041",0
"ENSRNOG00000059615",646
"ENSRNOG00000024685",0
"ENSRNOG00000067683",0
"ENSRNOG00000056052",0
"ENSRNOG00000058543",0
"ENSRNOG00000066785",0
"ENSRNOG00000067965",0
"ENSRNOG00000066267",1
"ENSRNOG00000070247",0
"ENSRNOG00000064825",0
"ENSRNOG00000010253",0
"ENSRNOG00000062896",0
"ENSRNOG00000039300",279
"ENSRNOG00000052702",31
"ENSRNOG00000033531",562
"ENSRNOG00000054508",701
"ENSRNOG00000021799",0
"ENSRNOG00000005890",1249
"ENSRNOG00000069945",0
"ENSRNOG00000053203",540
"ENSRNOG00000064958",0
"ENSRNOG00000019719",0
"ENSRNOG00000032847",72
"ENSRNOG00000024636",1
"ENSRNOG00000027557",1
"ENSRNOG00000064052",0
"ENSRNOG00000027445",390
"ENSRNOG00000005376",110
"ENSRNOG00000042494",0
"ENSRNOG00000056836",17145
"ENSRNOG00000012195",0
"ENSRNOG00000007270",5
"ENSRNOG00000026225",0
"ENSRNOG00000010048",740
"ENSRNOG00000030413",1
"ENSRNOG00000051905",0
"ENSRNOG00000032535",0
"ENSRNOG00000006782",0
"ENSRNOG00000034071",444
"ENSRNOG00000057290",439
"ENSRNOG00000066812",0
"ENSRNOG00000028135",0
"ENSRNOG00000047774",0
"ENSRNOG00000039626",0
"ENSRNOG00000066438",45
"ENSRNOG00000054505",0
"ENSRNOG00000061595",112
"ENSRNOG00000069828",0
"ENSRNOG00000052486",0
"ENSRNOG00000054514",467
"ENSRNOG00000008031",3
"ENSRNOG00000028130",0
"ENSRNOG00000064842",0
"ENSRNOG00000070946",144
"ENSRNOG00000017906",0
"ENSRNOG00000039863",0
"ENSRNOG00000005412",0
"ENSRNOG00000059350",2
"ENSRNOG00000066511",0
"ENSRNOG00000006646",398
"ENSRNOG00000007508",17
"ENSRNOG00000053213",0
"ENSRNOG00000013137",0
"ENSRNOG00000049982",123
"ENSRNOG00000026811",0
"ENSRNOG00000012495",1
"ENSRNOG00000051952",242
"ENSRNOG00000015719",0
"ENSRNOG00000017881",0
"ENSRNOG00000006779",407
"ENSRNOG00000048169",5
"ENSRNOG00000063432",0
"ENSRNOG00000006810",375
"ENSRNOG00000009583",1
"ENSRNOG00000028538",0
"ENSRNOG00000070474",296
"ENSRNOG00000057713",2386
"ENSRNOG00000018159",2365
"ENSRNOG00000033274",58
"ENSRNOG00000007304",213
"ENSRNOG00000034168",98
"ENSRNOG00000008839",65
"ENSRNOG00000026919",6
"ENSRNOG00000005519",0
"ENSRNOG00000065301",1572
"ENSRNOG00000007808",2
"ENSRNOG00000026941",354
"ENSRNOG00000063440",0
"ENSRNOG00000060808",0
"ENSRNOG00000033748",2271
"ENSRNOG00000067848",0
"ENSRNOG00000056243",496
"ENSRNOG00000067824",0
"ENSRNOG00000027055",0
"ENSRNOG00000057387",0
"ENSRNOG00000064582",0
"ENSRNOG00000047851",0
"ENSRNOG00000005818",14
"ENSRNOG00000061394",0
"ENSRNOG00000062606",0
"ENSRNOG00000046023",442
"ENSRNOG00000070044",0
"ENSRNOG00000065350",0
"ENSRNOG00000012822",0
"ENSRNOG00000007740",0
"ENSRNOG00000066271",0
"ENSRNOG00000068648",0
"ENSRNOG00000031207",0
"ENSRNOG00000008594",0
"ENSRNOG00000067721",0
"ENSRNOG00000067416",0
"ENSRNOG00000031306",0
"ENSRNOG00000006383",0
"ENSRNOG00000005468",152
"ENSRNOG00000010057",0
"ENSRNOG00000042954",0
"ENSRNOG00000060343",0
"ENSRNOG00000050482",106
"ENSRNOG00000063340",0
"ENSRNOG00000048888",0
"ENSRNOG00000063098",1
"ENSRNOG00000005630",965
"ENSRNOG00000023340",0
"ENSRNOG00000005781",2
"ENSRNOG00000065160",0
"ENSRNOG00000033938",0
"ENSRNOG00000063256",0
"ENSRNOG00000068988",0
"ENSRNOG00000053787",245
"ENSRNOG00000013211",300
"ENSRNOG00000069205",0
"ENSRNOG00000067934",0
"ENSRNOG00000062608",0
"ENSRNOG00000056207",1298
"ENSRNOG00000068649",0
"ENSRNOG00000062475",0
"ENSRNOG00000062633",290
"ENSRNOG00000062392",0
"ENSRNOG00000008775",0
"ENSRNOG00000061845",182
"ENSRNOG00000068381",0
"ENSRNOG00000068268",0
"ENSRNOG00000067685",0
"ENSRNOG00000064670",0
"ENSRNOG00000066470",0
"ENSRNOG00000013072",199
"ENSRNOG00000064086",0
"ENSRNOG00000060349",519
"ENSRNOG00000070721",0
"ENSRNOG00000069559",0
"ENSRNOG00000068118",0
"ENSRNOG00000053662",0
"ENSRNOG00000066019",0
"ENSRNOG00000055481",0
"ENSRNOG00000063615",0
"ENSRNOG00000009211",0
"ENSRNOG00000070183",0
"ENSRNOG00000027433",415
"ENSRNOG00000063419",0
"ENSRNOG00000006726",146
"ENSRNOG00000042478",0
"ENSRNOG00000021840",3021
"ENSRNOG00000009734",28
"ENSRNOG00000015505",580
"ENSRNOG00000039494",1
"ENSRNOG00000008851",808
"ENSRNOG00000063857",172
"ENSRNOG00000059016",476
"ENSRNOG00000010282",0
"ENSRNOG00000010045",0
"ENSRNOG00000064820",0
"ENSRNOG00000009875",9
"ENSRNOG00000010344",0
"ENSRNOG00000006527",0
"ENSRNOG00000069039",0
"ENSRNOG00000010573",0
"ENSRNOG00000010018",0
"ENSRNOG00000066609",0
"ENSRNOG00000053449",1
"ENSRNOG00000010133",384
"ENSRNOG00000011946",2
"ENSRNOG00000037206",32
"ENSRNOG00000070578",0
"ENSRNOG00000012826",5681
"ENSRNOG00000011857",2768
"ENSRNOG00000049780",683
"ENSRNOG00000012297",767
"ENSRNOG00000028092",16
"ENSRNOG00000014992",1633
"ENSRNOG00000010463",0
"ENSRNOG00000005726",2
"ENSRNOG00000010591",936
"ENSRNOG00000015191",709
"ENSRNOG00000011750",37
"ENSRNOG00000026965",92
"ENSRNOG00000009236",592
"ENSRNOG00000007202",939
"ENSRNOG00000061684",431
"ENSRNOG00000024604",0
"ENSRNOG00000009513",2685
"ENSRNOG00000030870",0
"ENSRNOG00000059227",0
"ENSRNOG00000042139",0
"ENSRNOG00000053804",0
"ENSRNOG00000039862",311
"ENSRNOG00000026958",32
"ENSRNOG00000062541",591
"ENSRNOG00000051816",80
"ENSRNOG00000010421",76
"ENSRNOG00000011905",603
"ENSRNOG00000007098",61
"ENSRNOG00000066556",1
"ENSRNOG00000008602",0
"ENSRNOG00000049203",241
"ENSRNOG00000011184",5
"ENSRNOG00000005908",242
"ENSRNOG00000011718",36
"ENSRNOG00000067026",0
"ENSRNOG00000065786",26
"ENSRNOG00000064282",5
"ENSRNOG00000064923",0
"ENSRNOG00000064556",0
"ENSRNOG00000042758",45
"ENSRNOG00000067104",0
"ENSRNOG00000063870",0
"ENSRNOG00000070261",15
"ENSRNOG00000011796",2968
"ENSRNOG00000064333",0
"ENSRNOG00000006076",462
"ENSRNOG00000068396",0
"ENSRNOG00000064991",38
"ENSRNOG00000070375",0
"ENSRNOG00000068722",0
"ENSRNOG00000010795",440
"ENSRNOG00000006114",47
"ENSRNOG00000068426",0
"ENSRNOG00000070496",0
"ENSRNOG00000011971",889
"ENSRNOG00000066396",12
"ENSRNOG00000069222",18
"ENSRNOG00000013004",1
"ENSRNOG00000069929",3
"ENSRNOG00000069594",58
"ENSRNOG00000007151",1152
"ENSRNOG00000068238",13
"ENSRNOG00000065327",0
"ENSRNOG00000019264",2184
"ENSRNOG00000033673",15
"ENSRNOG00000024560",0
"ENSRNOG00000070388",27
"ENSRNOG00000010880",0
"ENSRNOG00000039860",5
"ENSRNOG00000070520",0
"ENSRNOG00000062959",3280
"ENSRNOG00000064238",94
"ENSRNOG00000066290",1
"ENSRNOG00000009163",124
"ENSRNOG00000067905",0
"ENSRNOG00000019368",35
"ENSRNOG00000069100",0
"ENSRNOG00000058506",2
"ENSRNOG00000063037",12
"ENSRNOG00000007899",27
"ENSRNOG00000064449",24
"ENSRNOG00000051419",0
"ENSRNOG00000071085",0
"ENSRNOG00000010852",578
"ENSRNOG00000070814",1
"ENSRNOG00000067290",78
"ENSRNOG00000067539",0
"ENSRNOG00000070003",2
"ENSRNOG00000062607",0
"ENSRNOG00000066335",1
"ENSRNOG00000068001",7
"ENSRNOG00000065414",6
"ENSRNOG00000066998",0
"ENSRNOG00000067701",0
"ENSRNOG00000042804",5
"ENSRNOG00000064122",174
"ENSRNOG00000052718",0
"ENSRNOG00000071208",0
"ENSRNOG00000007090",1486
"ENSRNOG00000059964",19
"ENSRNOG00000064414",0
"ENSRNOG00000011606",71
"ENSRNOG00000065777",0
"ENSRNOG00000067312",0
"ENSRNOG00000007420",0
"ENSRNOG00000070828",319
"ENSRNOG00000070985",123
"ENSRNOG00000028826",362
"ENSRNOG00000005564",689
"ENSRNOG00000063180",0
"ENSRNOG00000023285",213
"ENSRNOG00000064175",0
"ENSRNOG00000029083",4
"ENSRNOG00000062885",0
"ENSRNOG00000057997",0
"ENSRNOG00000046851",3
"ENSRNOG00000063886",0
"ENSRNOG00000033439",0
"ENSRNOG00000060897",0
"ENSRNOG00000019689",6
"ENSRNOG00000070338",0
"ENSRNOG00000064887",0
"ENSRNOG00000068196",0
"ENSRNOG00000021401",0
"ENSRNOG00000038215",1
"ENSRNOG00000068892",2
"ENSRNOG00000066825",0
"ENSRNOG00000068644",262
"ENSRNOG00000066814",0
"ENSRNOG00000059360",0
"ENSRNOG00000062819",0
"ENSRNOG00000064217",0
"ENSRNOG00000006001",1392
"ENSRNOG00000038024",19
"ENSRNOG00000056741",0
"ENSRNOG00000064456",0
"ENSRNOG00000055703",0
"ENSRNOG00000060859",0
"ENSRNOG00000070785",0
"ENSRNOG00000066985",0
"ENSRNOG00000021723",13
"ENSRNOG00000063459",0
"ENSRNOG00000066068",0
"ENSRNOG00000008012",22
"ENSRNOG00000065548",0
"ENSRNOG00000027063",0
"ENSRNOG00000056402",0
"ENSRNOG00000028747",651
"ENSRNOG00000054678",0
"ENSRNOG00000063804",0
"ENSRNOG00000068090",0
"ENSRNOG00000069655",5
"ENSRNOG00000064761",0
"ENSRNOG00000058279",0
"ENSRNOG00000066305",0
"ENSRNOG00000052263",0
"ENSRNOG00000030902",3
"ENSRNOG00000060084",0
"ENSRNOG00000058512",0
"ENSRNOG00000032448",0
"ENSRNOG00000051445",0
"ENSRNOG00000013251",397
"ENSRNOG00000067082",0
"ENSRNOG00000063565",0
"ENSRNOG00000051840",0
"ENSRNOG00000005664",0
"ENSRNOG00000052417",0
"ENSRNOG00000058403",0
"ENSRNOG00000005692",0
"ENSRNOG00000054341",0
"ENSRNOG00000067641",0
"ENSRNOG00000067588",0
"ENSRNOG00000051717",0
"ENSRNOG00000061234",0
"ENSRNOG00000021366",0
"ENSRNOG00000070798",0
"ENSRNOG00000027722",90
"ENSRNOG00000066041",0
"ENSRNOG00000067918",0
"ENSRNOG00000054741",0
"ENSRNOG00000031185",0
"ENSRNOG00000058628",0
"ENSRNOG00000065349",0
"ENSRNOG00000013378",0
"ENSRNOG00000062417",0
"ENSRNOG00000021445",0
"ENSRNOG00000064566",0
"ENSRNOG00000062325",1164
"ENSRNOG00000021430",0
"ENSRNOG00000065660",0
"ENSRNOG00000064270",0
"ENSRNOG00000069224",0
"ENSRNOG00000030993",0
"ENSRNOG00000066792",0
"ENSRNOG00000052849",0
"ENSRNOG00000005732",0
"ENSRNOG00000009280",204
"ENSRNOG00000068562",0
"ENSRNOG00000029561",0
"ENSRNOG00000065008",0
"ENSRNOG00000066533",0
"ENSRNOG00000032724",0
"ENSRNOG00000061702",0
"ENSRNOG00000037036",0
"ENSRNOG00000062515",0
"ENSRNOG00000053912",0
"ENSRNOG00000031107",0
"ENSRNOG00000056608",1
"ENSRNOG00000066042",369
"ENSRNOG00000060430",0
"ENSRNOG00000070504",0
"ENSRNOG00000061624",0
"ENSRNOG00000055593",0
"ENSRNOG00000021397",0
"ENSRNOG00000056499",0
"ENSRNOG00000061081",0
"ENSRNOG00000030752",0
"ENSRNOG00000069842",0
"ENSRNOG00000055945",0
"ENSRNOG00000062370",0
"ENSRNOG00000061103",0
"ENSRNOG00000067648",0
"ENSRNOG00000061241",0
"ENSRNOG00000066655",11
"ENSRNOG00000067096",0
"ENSRNOG00000027617",404
"ENSRNOG00000008667",0
"ENSRNOG00000055249",0
"ENSRNOG00000005645",0
"ENSRNOG00000051914",0
"ENSRNOG00000063909",0
"ENSRNOG00000005646",0
"ENSRNOG00000060570",0
"ENSRNOG00000060457",0
"ENSRNOG00000001840",2
"ENSRNOG00000067392",0
"ENSRNOG00000053310",0
"ENSRNOG00000036910",27
"ENSRNOG00000064943",1
"ENSRNOG00000058680",0
"ENSRNOG00000033855",473
"ENSRNOG00000005618",95
"ENSRNOG00000059847",0
"ENSRNOG00000064845",0
"ENSRNOG00000068370",0
"ENSRNOG00000066190",0
"ENSRNOG00000062577",1
"ENSRNOG00000067251",0
"ENSRNOG00000063157",78
"ENSRNOG00000070825",0
"ENSRNOG00000011108",0
"ENSRNOG00000063158",0
"ENSRNOG00000068385",1
"ENSRNOG00000063686",0
"ENSRNOG00000071024",0
"ENSRNOG00000062583",0
"ENSRNOG00000069971",0
"ENSRNOG00000007034",441
"ENSRNOG00000067590",0
"ENSRNOG00000067819",1
"ENSRNOG00000052033",0
"ENSRNOG00000055888",0
"ENSRNOG00000054530",0
"ENSRNOG00000068356",72
"ENSRNOG00000055602",0
"ENSRNOG00000005867",0
"ENSRNOG00000059486",1
"ENSRNOG00000064443",0
"ENSRNOG00000060660",0
"ENSRNOG00000057550",36
"ENSRNOG00000057093",0
"ENSRNOG00000052747",0
"ENSRNOG00000069143",8
"ENSRNOG00000064124",0
"ENSRNOG00000065147",309
"ENSRNOG00000008725",770
"ENSRNOG00000064288",80
"ENSRNOG00000059320",0
"ENSRNOG00000069248",0
"ENSRNOG00000054987",0
"ENSRNOG00000067342",2
"ENSRNOG00000055890",0
"ENSRNOG00000070439",0
"ENSRNOG00000058704",0
"ENSRNOG00000056432",0
"ENSRNOG00000053476",0
"ENSRNOG00000053251",0
"ENSRNOG00000060415",0
"ENSRNOG00000066704",0
"ENSRNOG00000059547",0
"ENSRNOG00000069672",0
"ENSRNOG00000058905",0
"ENSRNOG00000067985",3
"ENSRNOG00000061585",0
"ENSRNOG00000063230",0
"ENSRNOG00000060592",0
"ENSRNOG00000053414",6
"ENSRNOG00000056544",0
"ENSRNOG00000052942",0
"ENSRNOG00000065999",0
"ENSRNOG00000060772",0
"ENSRNOG00000065270",0
"ENSRNOG00000058095",0
"ENSRNOG00000067947",241
"ENSRNOG00000057170",0
"ENSRNOG00000010233",12475
"ENSRNOG00000068167",24
"ENSRNOG00000069790",0
"ENSRNOG00000069103",0
"ENSRNOG00000059639",0
"ENSRNOG00000067095",11
"ENSRNOG00000056090",0
"ENSRNOG00000063013",0
"ENSRNOG00000066064",0
"ENSRNOG00000068828",2
"ENSRNOG00000057002",0
"ENSRNOG00000067428",0
"ENSRNOG00000053177",0
"ENSRNOG00000066929",38
"ENSRNOG00000059471",0
"ENSRNOG00000062437",0
"ENSRNOG00000059511",0
"ENSRNOG00000009264",410
"ENSRNOG00000061010",0
"ENSRNOG00000067713",3
"ENSRNOG00000054659",0
"ENSRNOG00000056565",0
"ENSRNOG00000061330",0
"ENSRNOG00000070695",30
"ENSRNOG00000065973",0
"ENSRNOG00000069010",0
"ENSRNOG00000053390",0
"ENSRNOG00000068188",0
"ENSRNOG00000010397",39
"ENSRNOG00000060424",0
"ENSRNOG00000059966",0
"ENSRNOG00000057018",0
"ENSRNOG00000055555",0
"ENSRNOG00000065433",0
"ENSRNOG00000056505",0
"ENSRNOG00000071211",0
"ENSRNOG00000065415",0
"ENSRNOG00000054884",0
"ENSRNOG00000058065",0
"ENSRNOG00000051749",0
"ENSRNOG00000054499",0
"ENSRNOG00000064686",0
"ENSRNOG00000052715",0
"ENSRNOG00000053685",0
"ENSRNOG00000069597",0
"ENSRNOG00000052674",0
"ENSRNOG00000059787",1
"ENSRNOG00000068282",2
"ENSRNOG00000026705",0
"ENSRNOG00000068295",0
"ENSRNOG00000067372",0
"ENSRNOG00000070879",0
"ENSRNOG00000066121",0
"ENSRNOG00000019556",1083
"ENSRNOG00000057606",0
"ENSRNOG00000051718",0
"ENSRNOG00000070120",0
"ENSRNOG00000069583",0
"ENSRNOG00000062571",0
"ENSRNOG00000069513",0
"ENSRNOG00000052131",0
"ENSRNOG00000012269",1648
"ENSRNOG00000051990",0
"ENSRNOG00000063849",0
"ENSRNOG00000057063",0
"ENSRNOG00000066909",0
"ENSRNOG00000012828",329
"ENSRNOG00000062380",0
"ENSRNOG00000059631",0
"ENSRNOG00000062539",0
"ENSRNOG00000057486",0
"ENSRNOG00000059571",0
"ENSRNOG00000068359",0
"ENSRNOG00000012999",1183
"ENSRNOG00000054211",0
"ENSRNOG00000061617",0
"ENSRNOG00000007918",0
"ENSRNOG00000008196",140
"ENSRNOG00000052445",121
"ENSRNOG00000011854",65
"ENSRNOG00000026446",3
"ENSRNOG00000012100",53
"ENSRNOG00000014294",8
"ENSRNOG00000013948",1253
"ENSRNOG00000067443",0
"ENSRNOG00000046972",0
"ENSRNOG00000014312",0
"ENSRNOG00000066406",0
"ENSRNOG00000070812",0
"ENSRNOG00000070244",0
"ENSRNOG00000010154",308
"ENSRNOG00000068055",0
"ENSRNOG00000067233",0
"ENSRNOG00000063329",0
"ENSRNOG00000010267",217
"ENSRNOG00000065675",0
"ENSRNOG00000066904",0
"ENSRNOG00000048468",0
"ENSRNOG00000066072",0
"ENSRNOG00000066955",0
"ENSRNOG00000065237",0
"ENSRNOG00000013428",0
"ENSRNOG00000064085",0
"ENSRNOG00000065629",0
"ENSRNOG00000023561",3
"ENSRNOG00000066082",0
"ENSRNOG00000067079",0
"ENSRNOG00000013729",63
"ENSRNOG00000070134",0
"ENSRNOG00000071026",0
"ENSRNOG00000010702",1156
"ENSRNOG00000015455",68
"ENSRNOG00000012916",0
"ENSRNOG00000012201",0
"ENSRNOG00000046959",0
"ENSRNOG00000060594",4720
"ENSRNOG00000006784",39
"ENSRNOG00000026528",94
"ENSRNOG00000029644",1
"ENSRNOG00000009347",0
"ENSRNOG00000059589",152
"ENSRNOG00000061420",45
"ENSRNOG00000026748",162
"ENSRNOG00000031408",0
"ENSRNOG00000005691",27
"ENSRNOG00000017708",4241
"ENSRNOG00000006814",10
"ENSRNOG00000015877",0
"ENSRNOG00000013203",0
"ENSRNOG00000069261",0
"ENSRNOG00000013141",498
"ENSRNOG00000016182",168
"ENSRNOG00000065167",0
"ENSRNOG00000006718",868
"ENSRNOG00000067295",0
"ENSRNOG00000043164",0
"ENSRNOG00000064192",0
"ENSRNOG00000056962",46
"ENSRNOG00000006846",2
"ENSRNOG00000013382",2
"ENSRNOG00000017720",204
"ENSRNOG00000008518",0
"ENSRNOG00000026309",13
"ENSRNOG00000065135",144
"ENSRNOG00000010957",267
"ENSRNOG00000014918",0
"ENSRNOG00000010353",199
"ENSRNOG00000017838",185
"ENSRNOG00000027592",61
"ENSRNOG00000059878",63
"ENSRNOG00000009316",0
"ENSRNOG00000067591",0
"ENSRNOG00000009256",1
"ENSRNOG00000036959",1
"ENSRNOG00000048969",238
"ENSRNOG00000055036",175
"ENSRNOG00000062962",4
"ENSRNOG00000067281",1
"ENSRNOG00000009030",1
"ENSRNOG00000015478",2
"ENSRNOG00000047635",1
"ENSRNOG00000006859",1299
"ENSRNOG00000007249",925
"ENSRNOG00000008678",10736
"ENSRNOG00000065521",7
"ENSRNOG00000067769",0
"ENSRNOG00000028311",0
"ENSRNOG00000063691",5
"ENSRNOG00000005787",0
"ENSRNOG00000070606",24
"ENSRNOG00000009787",7
"ENSRNOG00000011156",1
"ENSRNOG00000007493",96
"ENSRNOG00000068200",1
"ENSRNOG00000005809",24
"ENSRNOG00000010015",0
"ENSRNOG00000026306",0
"ENSRNOG00000037768",63
"ENSRNOG00000068192",0
"ENSRNOG00000031855",88
"ENSRNOG00000042164",0
"ENSRNOG00000066330",1
"ENSRNOG00000010021",165
"ENSRNOG00000007047",160
"ENSRNOG00000051942",0
"ENSRNOG00000063726",0
"ENSRNOG00000006120",0
"ENSRNOG00000008838",1
"ENSRNOG00000070336",0
"ENSRNOG00000030012",0
"ENSRNOG00000007066",0
"ENSRNOG00000059890",1
"ENSRNOG00000042112",0
"ENSRNOG00000018410",336
"ENSRNOG00000008929",157
"ENSRNOG00000063605",0
"ENSRNOG00000037076",3
"ENSRNOG00000065417",0
"ENSRNOG00000007830",50
"ENSRNOG00000018507",1461
"ENSRNOG00000019219",121
"ENSRNOG00000050493",0
"ENSRNOG00000047450",0
"ENSRNOG00000030547",0
"ENSRNOG00000065908",0
"ENSRNOG00000013222",3
"ENSRNOG00000013944",191
"ENSRNOG00000069744",22
"ENSRNOG00000037863",0
"ENSRNOG00000030538",0
"ENSRNOG00000064731",0
"ENSRNOG00000048726",132
"ENSRNOG00000011509",295
"ENSRNOG00000015589",363
"ENSRNOG00000013816",287
"ENSRNOG00000027466",3
"ENSRNOG00000064685",0
"ENSRNOG00000008766",2
"ENSRNOG00000068912",0
"ENSRNOG00000069899",94
"ENSRNOG00000013132",0
"ENSRNOG00000070827",3
"ENSRNOG00000029401",66
"ENSRNOG00000000024",258
"ENSRNOG00000028989",0
"ENSRNOG00000007866",3
"ENSRNOG00000050578",1209
"ENSRNOG00000010449",0
"ENSRNOG00000012954",248
"ENSRNOG00000030522",3
"ENSRNOG00000040301",2
"ENSRNOG00000062621",0
"ENSRNOG00000050483",74
"ENSRNOG00000034228",0
"ENSRNOG00000054360",0
"ENSRNOG00000009085",147
"ENSRNOG00000015903",0
"ENSRNOG00000026177",0
"ENSRNOG00000051620",843
"ENSRNOG00000008439",0
"ENSRNOG00000015630",986
"ENSRNOG00000012472",87
"ENSRNOG00000007131",522
"ENSRNOG00000012602",628
"ENSRNOG00000010474",4575
"ENSRNOG00000008117",354
"ENSRNOG00000058386",1269
"ENSRNOG00000007310",0
"ENSRNOG00000053553",1
"ENSRNOG00000034088",0
"ENSRNOG00000011092",0
"ENSRNOG00000036960",5951
"ENSRNOG00000046345",5852
"ENSRNOG00000013369",1
"ENSRNOG00000045819",163
"ENSRNOG00000024885",0
"ENSRNOG00000070887",0
"ENSRNOG00000053178",0
"ENSRNOG00000025735",0
"ENSRNOG00000037871",23
"ENSRNOG00000005505",863
"ENSRNOG00000013245",0
"ENSRNOG00000025618",0
"ENSRNOG00000061739",0
"ENSRNOG00000015682",0
"ENSRNOG00000056009",436
"ENSRNOG00000009282",441
"ENSRNOG00000008514",1
"ENSRNOG00000071214",0
"ENSRNOG00000069072",0
"ENSRNOG00000028235",15
"ENSRNOG00000065053",1
"ENSRNOG00000016484",305
"ENSRNOG00000024508",0
"ENSRNOG00000063539",0
"ENSRNOG00000047067",12072
"ENSRNOG00000015799",19
"ENSRNOG00000027979",1
"ENSRNOG00000066165",0
"ENSRNOG00000066886",6
"ENSRNOG00000008557",215
"ENSRNOG00000001807",639
"ENSRNOG00000050645",221
"ENSRNOG00000005608",191
"ENSRNOG00000009740",3
"ENSRNOG00000057924",0
"ENSRNOG00000070501",0
"ENSRNOG00000010609",405
"ENSRNOG00000015394",0
"ENSRNOG00000055966",1
"ENSRNOG00000007134",1403
"ENSRNOG00000070849",0
"ENSRNOG00000017149",97
"ENSRNOG00000065813",0
"ENSRNOG00000009872",71
"ENSRNOG00000057142",0
"ENSRNOG00000012247",4256
"ENSRNOG00000007717",0
"ENSRNOG00000061864",0
"ENSRNOG00000070547",0
"ENSRNOG00000067628",7
"ENSRNOG00000068392",0
"ENSRNOG00000063154",0
"ENSRNOG00000031312",2824
"ENSRNOG00000069338",0
"ENSRNOG00000014367",1
"ENSRNOG00000069243",0
"ENSRNOG00000014018",0
"ENSRNOG00000060843",0
"ENSRNOG00000070958",0
"ENSRNOG00000033815",0
"ENSRNOG00000067272",0
"ENSRNOG00000026675",0
"ENSRNOG00000065801",0
"ENSRNOG00000014714",0
"ENSRNOG00000066559",0
"ENSRNOG00000064073",0
"ENSRNOG00000066164",0
"ENSRNOG00000063026",0
"ENSRNOG00000017911",309
"ENSRNOG00000021313",0
"ENSRNOG00000065086",0
"ENSRNOG00000059810",95
"ENSRNOG00000063570",0
"ENSRNOG00000019528",36
"ENSRNOG00000070063",0
"ENSRNOG00000062929",0
"ENSRNOG00000053111",0
"ENSRNOG00000060151",0
"ENSRNOG00000023449",1
"ENSRNOG00000038872",2
"ENSRNOG00000052408",0
"ENSRNOG00000067498",0
"ENSRNOG00000033202",0
"ENSRNOG00000067024",0
"ENSRNOG00000001854",390
"ENSRNOG00000054316",0
"ENSRNOG00000069474",0
"ENSRNOG00000070687",0
"ENSRNOG00000063206",0
"ENSRNOG00000053700",0
"ENSRNOG00000066894",37
"ENSRNOG00000051714",2
"ENSRNOG00000010077",1144
"ENSRNOG00000025848",0
"ENSRNOG00000063666",0
"ENSRNOG00000016316",529
"ENSRNOG00000069028",0
"ENSRNOG00000062514",0
"ENSRNOG00000013000",823
"ENSRNOG00000065462",0
"ENSRNOG00000060795",0
"ENSRNOG00000016076",0
"ENSRNOG00000052803",0
"ENSRNOG00000060744",0
"ENSRNOG00000058757",0
"ENSRNOG00000025541",0
"ENSRNOG00000055065",0
"ENSRNOG00000059753",1
"ENSRNOG00000053438",3
"ENSRNOG00000013547",0
"ENSRNOG00000070231",0
"ENSRNOG00000053237",0
"ENSRNOG00000070909",0
"ENSRNOG00000009348",6
"ENSRNOG00000031041",2
"ENSRNOG00000067876",0
"ENSRNOG00000052240",0
"ENSRNOG00000057643",0
"ENSRNOG00000053149",0
"ENSRNOG00000059101",0
"ENSRNOG00000067627",0
"ENSRNOG00000071005",0
"ENSRNOG00000055675",2
"ENSRNOG00000010466",705
"ENSRNOG00000069215",0
"ENSRNOG00000010005",439
"ENSRNOG00000060012",0
"ENSRNOG00000055353",0
"ENSRNOG00000018317",1239
"ENSRNOG00000019716",0
"ENSRNOG00000060246",0
"ENSRNOG00000066801",0
"ENSRNOG00000015514",5113
"ENSRNOG00000065485",0
"ENSRNOG00000025519",0
"ENSRNOG00000060861",0
"ENSRNOG00000053698",0
"ENSRNOG00000068417",0
"ENSRNOG00000020169",0
"ENSRNOG00000058052",0
"ENSRNOG00000065711",0
"ENSRNOG00000059990",0
"ENSRNOG00000058775",0
"ENSRNOG00000052655",0
"ENSRNOG00000026981",309
"ENSRNOG00000064632",0
"ENSRNOG00000007707",213
"ENSRNOG00000061810",0
"ENSRNOG00000054975",2
"ENSRNOG00000025720",4
"ENSRNOG00000063999",1
