"","LHNS3_aligned.bam"
"ENSRNOG00000005600",47
"ENSRNOG00000017925",822
"ENSRNOG00000004372",0
"ENSRNOG00000007673",223
"ENSRNOG00000013906",2
"ENSRNOG00000050834",217
"ENSRNOG00000034195",7
"ENSRNOG00000017295",319
"ENSRNOG00000054901",218
"ENSRNOG00000048676",17
"ENSRNOG00000007998",340
"ENSRNOG00000013062",0
"ENSRNOG00000070298",2
"ENSRNOG00000013974",89
"ENSRNOG00000048870",620
"ENSRNOG00000040333",0
"ENSRNOG00000029447",81
"ENSRNOG00000018145",1103
"ENSRNOG00000018205",327
"ENSRNOG00000046984",325
"ENSRNOG00000008469",293
"ENSRNOG00000029993",0
"ENSRNOG00000049056",96
"ENSRNOG00000006611",22
"ENSRNOG00000008455",255
"ENSRNOG00000018457",658
"ENSRNOG00000019147",1472
"ENSRNOG00000055567",94
"ENSRNOG00000055886",1
"ENSRNOG00000024563",153
"ENSRNOG00000066367",0
"ENSRNOG00000022860",1002
"ENSRNOG00000000007",0
"ENSRNOG00000064166",0
"ENSRNOG00000070526",0
"ENSRNOG00000016744",862
"ENSRNOG00000004828",0
"ENSRNOG00000067882",0
"ENSRNOG00000004466",518
"ENSRNOG00000014369",378
"ENSRNOG00000050404",2928
"ENSRNOG00000018486",1
"ENSRNOG00000005070",278
"ENSRNOG00000001517",266
"ENSRNOG00000005369",0
"ENSRNOG00000024809",155
"ENSRNOG00000001519",22
"ENSRNOG00000011884",686
"ENSRNOG00000008609",0
"ENSRNOG00000048867",1
"ENSRNOG00000005743",0
"ENSRNOG00000069208",1
"ENSRNOG00000058329",127
"ENSRNOG00000004479",94
"ENSRNOG00000049619",0
"ENSRNOG00000007625",11
"ENSRNOG00000062930",0
"ENSRNOG00000004864",575
"ENSRNOG00000066218",0
"ENSRNOG00000024786",157
"ENSRNOG00000063301",0
"ENSRNOG00000001515",2799
"ENSRNOG00000005074",118
"ENSRNOG00000013694",33
"ENSRNOG00000005223",0
"ENSRNOG00000047241",0
"ENSRNOG00000010128",0
"ENSRNOG00000057996",0
"ENSRNOG00000018809",566
"ENSRNOG00000068640",2
"ENSRNOG00000033824",66
"ENSRNOG00000014584",492
"ENSRNOG00000052583",1483
"ENSRNOG00000001516",188
"ENSRNOG00000004775",645
"ENSRNOG00000064527",208
"ENSRNOG00000005701",0
"ENSRNOG00000048080",0
"ENSRNOG00000005235",0
"ENSRNOG00000043179",0
"ENSRNOG00000050552",283
"ENSRNOG00000049912",815
"ENSRNOG00000057740",3
"ENSRNOG00000009143",181
"ENSRNOG00000026203",3
"ENSRNOG00000028661",0
"ENSRNOG00000009382",48
"ENSRNOG00000032656",0
"ENSRNOG00000033835",83
"ENSRNOG00000067068",0
"ENSRNOG00000025892",520
"ENSRNOG00000005504",259
"ENSRNOG00000016965",1547
"ENSRNOG00000006732",0
"ENSRNOG00000009239",0
"ENSRNOG00000009781",2545
"ENSRNOG00000007485",524
"ENSRNOG00000009286",0
"ENSRNOG00000069922",0
"ENSRNOG00000005722",0
"ENSRNOG00000005331",823
"ENSRNOG00000048933",172
"ENSRNOG00000018832",0
"ENSRNOG00000061587",59
"ENSRNOG00000028384",300
"ENSRNOG00000070627",12
"ENSRNOG00000015791",145
"ENSRNOG00000064734",24
"ENSRNOG00000033682",0
"ENSRNOG00000018874",20
"ENSRNOG00000028533",0
"ENSRNOG00000008129",140
"ENSRNOG00000010729",675
"ENSRNOG00000007665",1347
"ENSRNOG00000057347",345
"ENSRNOG00000043323",0
"ENSRNOG00000015237",153
"ENSRNOG00000065606",605
"ENSRNOG00000001524",298
"ENSRNOG00000005751",0
"ENSRNOG00000069723",0
"ENSRNOG00000028440",0
"ENSRNOG00000013442",562
"ENSRNOG00000007012",4
"ENSRNOG00000005800",0
"ENSRNOG00000007017",0
"ENSRNOG00000007781",1677
"ENSRNOG00000005083",374
"ENSRNOG00000025832",837
"ENSRNOG00000001520",42
"ENSRNOG00000017443",566
"ENSRNOG00000063099",6
"ENSRNOG00000015970",385
"ENSRNOG00000009620",533
"ENSRNOG00000067313",0
"ENSRNOG00000005871",21
"ENSRNOG00000021225",0
"ENSRNOG00000046350",0
"ENSRNOG00000004772",3
"ENSRNOG00000008081",174
"ENSRNOG00000011401",11
"ENSRNOG00000043311",2
"ENSRNOG00000022162",897
"ENSRNOG00000005033",686
"ENSRNOG00000069241",0
"ENSRNOG00000022922",409
"ENSRNOG00000006079",4
"ENSRNOG00000008194",346
"ENSRNOG00000053384",0
"ENSRNOG00000071205",3
"ENSRNOG00000005341",0
"ENSRNOG00000022681",376
"ENSRNOG00000022141",601
"ENSRNOG00000059891",119
"ENSRNOG00000046949",24
"ENSRNOG00000017583",459
"ENSRNOG00000006314",0
"ENSRNOG00000017647",78
"ENSRNOG00000008258",1140
"ENSRNOG00000008245",740
"ENSRNOG00000008482",1585
"ENSRNOG00000009531",1
"ENSRNOG00000026036",0
"ENSRNOG00000001518",1079
"ENSRNOG00000021220",6
"ENSRNOG00000061199",0
"ENSRNOG00000009406",1078
"ENSRNOG00000019179",174
"ENSRNOG00000005246",0
"ENSRNOG00000064239",1
"ENSRNOG00000009936",876
"ENSRNOG00000070854",0
"ENSRNOG00000015192",182
"ENSRNOG00000050620",0
"ENSRNOG00000021787",211
"ENSRNOG00000063782",0
"ENSRNOG00000066179",0
"ENSRNOG00000007477",0
"ENSRNOG00000055021",0
"ENSRNOG00000023721",14
"ENSRNOG00000058297",0
"ENSRNOG00000056952",0
"ENSRNOG00000025394",2397
"ENSRNOG00000065334",0
"ENSRNOG00000066958",60
"ENSRNOG00000051455",0
"ENSRNOG00000037081",0
"ENSRNOG00000065702",0
"ENSRNOG00000057475",0
"ENSRNOG00000050860",4
"ENSRNOG00000055571",0
"ENSRNOG00000007946",407
"ENSRNOG00000005996",0
"ENSRNOG00000056181",0
"ENSRNOG00000058161",0
"ENSRNOG00000062893",0
"ENSRNOG00000061153",0
"ENSRNOG00000057546",0
"ENSRNOG00000018567",738
"ENSRNOG00000005762",1052
"ENSRNOG00000064287",0
"ENSRNOG00000062495",0
"ENSRNOG00000068900",4
"ENSRNOG00000055576",0
"ENSRNOG00000007415",106
"ENSRNOG00000067446",0
"ENSRNOG00000059024",0
"ENSRNOG00000005116",3111
"ENSRNOG00000053436",1
"ENSRNOG00000052617",0
"ENSRNOG00000064018",0
"ENSRNOG00000065927",3
"ENSRNOG00000018901",785
"ENSRNOG00000060842",11
"ENSRNOG00000056200",3
"ENSRNOG00000008859",590
"ENSRNOG00000005766",596
"ENSRNOG00000021242",454
"ENSRNOG00000054081",14
"ENSRNOG00000065735",352
"ENSRNOG00000062408",0
"ENSRNOG00000064779",0
"ENSRNOG00000023935",2
"ENSRNOG00000057313",23
"ENSRNOG00000064701",436
"ENSRNOG00000057048",0
"ENSRNOG00000035591",1
"ENSRNOG00000040429",0
"ENSRNOG00000062268",4
"ENSRNOG00000009191",0
"ENSRNOG00000006763",1031
"ENSRNOG00000036445",0
"ENSRNOG00000008552",22
"ENSRNOG00000041411",0
"ENSRNOG00000066687",0
"ENSRNOG00000015756",154
"ENSRNOG00000016033",25
"ENSRNOG00000035452",1
"ENSRNOG00000008346",1
"ENSRNOG00000035542",0
"ENSRNOG00000035554",0
"ENSRNOG00000035563",0
"ENSRNOG00000070181",0
"ENSRNOG00000056184",194
"ENSRNOG00000025711",112
"ENSRNOG00000005498",0
"ENSRNOG00000059414",1
"ENSRNOG00000025997",534
"ENSRNOG00000006767",2
"ENSRNOG00000035566",0
"ENSRNOG00000004560",1
"ENSRNOG00000068538",0
"ENSRNOG00000036443",0
"ENSRNOG00000004966",0
"ENSRNOG00000008825",1080
"ENSRNOG00000000012",0
"ENSRNOG00000035570",0
"ENSRNOG00000012987",0
"ENSRNOG00000032778",156
"ENSRNOG00000049532",0
"ENSRNOG00000018899",0
"ENSRNOG00000061850",0
"ENSRNOG00000048524",0
"ENSRNOG00000007359",339
"ENSRNOG00000053607",138
"ENSRNOG00000009588",0
"ENSRNOG00000049688",0
"ENSRNOG00000018286",0
"ENSRNOG00000035619",0
"ENSRNOG00000016097",0
"ENSRNOG00000035630",0
"ENSRNOG00000064324",0
"ENSRNOG00000006830",0
"ENSRNOG00000035496",3
"ENSRNOG00000001510",5
"ENSRNOG00000022033",0
"ENSRNOG00000005990",82
"ENSRNOG00000008091",36
"ENSRNOG00000035593",0
"ENSRNOG00000048914",4
"ENSRNOG00000001596",1810
"ENSRNOG00000009951",286
"ENSRNOG00000006961",1151
"ENSRNOG00000023393",1081
"ENSRNOG00000052954",0
"ENSRNOG00000008165",362
"ENSRNOG00000007528",0
"ENSRNOG00000028187",0
"ENSRNOG00000054086",0
"ENSRNOG00000023477",0
"ENSRNOG00000047374",8303
"ENSRNOG00000025286",245
"ENSRNOG00000008837",12
"ENSRNOG00000018991",1033
"ENSRNOG00000060479",486
"ENSRNOG00000008534",4
"ENSRNOG00000056984",335
"ENSRNOG00000010068",53
"ENSRNOG00000026061",2
"ENSRNOG00000009331",7
"ENSRNOG00000018485",17
"ENSRNOG00000042373",0
"ENSRNOG00000007532",454
"ENSRNOG00000008822",6894
"ENSRNOG00000069925",50
"ENSRNOG00000001580",47
"ENSRNOG00000025889",18
"ENSRNOG00000012166",2
"ENSRNOG00000022015",149
"ENSRNOG00000062644",0
"ENSRNOG00000066055",0
"ENSRNOG00000007710",175
"ENSRNOG00000050946",68
"ENSRNOG00000001559",203
"ENSRNOG00000022938",122
"ENSRNOG00000017824",336
"ENSRNOG00000012419",11
"ENSRNOG00000009528",0
"ENSRNOG00000050204",138
"ENSRNOG00000036898",0
"ENSRNOG00000005668",273
"ENSRNOG00000009735",0
"ENSRNOG00000012798",324
"ENSRNOG00000023154",0
"ENSRNOG00000024693",0
"ENSRNOG00000005307",8
"ENSRNOG00000009245",72
"ENSRNOG00000067863",0
"ENSRNOG00000005132",0
"ENSRNOG00000063156",0
"ENSRNOG00000026111",0
"ENSRNOG00000036897",0
"ENSRNOG00000013973",32
"ENSRNOG00000068771",0
"ENSRNOG00000021560",0
"ENSRNOG00000013837",498
"ENSRNOG00000014050",129
"ENSRNOG00000064796",1
"ENSRNOG00000058983",0
"ENSRNOG00000023352",3
"ENSRNOG00000031951",13
"ENSRNOG00000054405",0
"ENSRNOG00000001587",0
"ENSRNOG00000036870",0
"ENSRNOG00000069591",2
"ENSRNOG00000001581",32
"ENSRNOG00000005281",286
"ENSRNOG00000070431",0
"ENSRNOG00000014230",1566
"ENSRNOG00000007622",207
"ENSRNOG00000046585",151
"ENSRNOG00000067347",0
"ENSRNOG00000006241",640
"ENSRNOG00000011457",0
"ENSRNOG00000019047",887
"ENSRNOG00000057756",528
"ENSRNOG00000019299",168
"ENSRNOG00000021243",13
"ENSRNOG00000055226",1061
"ENSRNOG00000069524",6
"ENSRNOG00000048056",11
"ENSRNOG00000006623",284
"ENSRNOG00000011726",0
"ENSRNOG00000006002",465
"ENSRNOG00000005008",4
"ENSRNOG00000032195",4
"ENSRNOG00000043149",0
"ENSRNOG00000071098",0
"ENSRNOG00000017346",0
"ENSRNOG00000066809",0
"ENSRNOG00000063330",0
"ENSRNOG00000019467",2
"ENSRNOG00000062489",0
"ENSRNOG00000067142",0
"ENSRNOG00000065732",0
"ENSRNOG00000024412",1
"ENSRNOG00000009747",0
"ENSRNOG00000064071",0
"ENSRNOG00000009369",16
"ENSRNOG00000063708",0
"ENSRNOG00000066446",0
"ENSRNOG00000005359",0
"ENSRNOG00000065809",0
"ENSRNOG00000063795",0
"ENSRNOG00000069299",0
"ENSRNOG00000069133",0
"ENSRNOG00000014436",789
"ENSRNOG00000005950",0
"ENSRNOG00000018719",109
"ENSRNOG00000007911",0
"ENSRNOG00000062335",0
"ENSRNOG00000007816",17
"ENSRNOG00000069989",0
"ENSRNOG00000013243",0
"ENSRNOG00000062410",0
"ENSRNOG00000065893",140
"ENSRNOG00000018657",306
"ENSRNOG00000039210",0
"ENSRNOG00000067314",0
"ENSRNOG00000030763",1
"ENSRNOG00000047596",1
"ENSRNOG00000067265",0
"ENSRNOG00000066602",0
"ENSRNOG00000065951",0
"ENSRNOG00000065387",0
"ENSRNOG00000016352",890
"ENSRNOG00000004649",0
"ENSRNOG00000046644",511
"ENSRNOG00000067924",0
"ENSRNOG00000068962",0
"ENSRNOG00000052968",529
"ENSRNOG00000007954",0
"ENSRNOG00000065239",0
"ENSRNOG00000007962",0
"ENSRNOG00000014573",6
"ENSRNOG00000007965",0
"ENSRNOG00000065830",0
"ENSRNOG00000050899",745
"ENSRNOG00000059965",0
"ENSRNOG00000068403",1
"ENSRNOG00000062527",0
"ENSRNOG00000042248",0
"ENSRNOG00000010104",594
"ENSRNOG00000065937",219
"ENSRNOG00000014845",0
"ENSRNOG00000009355",161
"ENSRNOG00000067990",0
"ENSRNOG00000031803",0
"ENSRNOG00000070601",0
"ENSRNOG00000017777",572
"ENSRNOG00000001547",189
"ENSRNOG00000005868",231
"ENSRNOG00000067752",4
"ENSRNOG00000063740",0
"ENSRNOG00000023064",13
"ENSRNOG00000066366",0
"ENSRNOG00000068131",1
"ENSRNOG00000019339",8
"ENSRNOG00000068529",0
"ENSRNOG00000063044",14
"ENSRNOG00000004858",0
"ENSRNOG00000063189",32
"ENSRNOG00000052498",3040
"ENSRNOG00000064033",0
"ENSRNOG00000015018",7542
"ENSRNOG00000046772",0
"ENSRNOG00000014034",381
"ENSRNOG00000036719",60
"ENSRNOG00000007567",1
"ENSRNOG00000063409",0
"ENSRNOG00000027015",1396
"ENSRNOG00000007977",0
"ENSRNOG00000001593",398
"ENSRNOG00000022868",11
"ENSRNOG00000010086",554
"ENSRNOG00000066934",0
"ENSRNOG00000062761",0
"ENSRNOG00000061129",528
"ENSRNOG00000067572",0
"ENSRNOG00000064233",6935
"ENSRNOG00000063025",0
"ENSRNOG00000061690",4
"ENSRNOG00000017405",1505
"ENSRNOG00000069264",0
"ENSRNOG00000013232",89
"ENSRNOG00000005049",1
"ENSRNOG00000006433",0
"ENSRNOG00000056063",2
"ENSRNOG00000027221",0
"ENSRNOG00000012682",5
"ENSRNOG00000064193",0
"ENSRNOG00000005727",0
"ENSRNOG00000066844",0
"ENSRNOG00000063285",0
"ENSRNOG00000051498",929
"ENSRNOG00000064353",0
"ENSRNOG00000028708",0
"ENSRNOG00000071108",306
"ENSRNOG00000069830",15
"ENSRNOG00000017447",664
"ENSRNOG00000001578",28
"ENSRNOG00000067612",0
"ENSRNOG00000053144",0
"ENSRNOG00000070822",0
"ENSRNOG00000011202",0
"ENSRNOG00000001577",21
"ENSRNOG00000031834",12
"ENSRNOG00000063547",0
"ENSRNOG00000016708",62
"ENSRNOG00000018406",792
"ENSRNOG00000067081",0
"ENSRNOG00000028616",0
"ENSRNOG00000063082",0
"ENSRNOG00000070279",0
"ENSRNOG00000026770",0
"ENSRNOG00000067568",0
"ENSRNOG00000068313",0
"ENSRNOG00000016583",3
"ENSRNOG00000064529",0
"ENSRNOG00000053098",0
"ENSRNOG00000036896",0
"ENSRNOG00000062816",0
"ENSRNOG00000007558",0
"ENSRNOG00000062999",0
"ENSRNOG00000024457",1
"ENSRNOG00000054557",338
"ENSRNOG00000036895",0
"ENSRNOG00000011624",7
"ENSRNOG00000064774",0
"ENSRNOG00000019987",377
"ENSRNOG00000063995",0
"ENSRNOG00000019992",1825
"ENSRNOG00000065729",373
"ENSRNOG00000056853",1302
"ENSRNOG00000061768",1
"ENSRNOG00000024595",732
"ENSRNOG00000065798",0
"ENSRNOG00000060010",142
"ENSRNOG00000010326",21
"ENSRNOG00000066950",0
"ENSRNOG00000019848",1509
"ENSRNOG00000063125",0
"ENSRNOG00000059919",118
"ENSRNOG00000012651",290
"ENSRNOG00000063947",0
"ENSRNOG00000043258",0
"ENSRNOG00000016288",280
"ENSRNOG00000053332",2
"ENSRNOG00000070748",0
"ENSRNOG00000011798",1425
"ENSRNOG00000064674",0
"ENSRNOG00000016547",1055
"ENSRNOG00000032597",0
"ENSRNOG00000070703",0
"ENSRNOG00000008235",4
"ENSRNOG00000043150",7
"ENSRNOG00000016768",0
"ENSRNOG00000068000",0
"ENSRNOG00000008604",551
"ENSRNOG00000065767",0
"ENSRNOG00000001572",0
"ENSRNOG00000054245",0
"ENSRNOG00000070780",9
"ENSRNOG00000013339",132
"ENSRNOG00000065667",0
"ENSRNOG00000059153",0
"ENSRNOG00000012603",222
"ENSRNOG00000050277",547
"ENSRNOG00000020225",1391
"ENSRNOG00000013657",2
"ENSRNOG00000062899",0
"ENSRNOG00000065812",0
"ENSRNOG00000001597",636
"ENSRNOG00000064911",0
"ENSRNOG00000064654",0
"ENSRNOG00000053430",0
"ENSRNOG00000014424",0
"ENSRNOG00000064180",0
"ENSRNOG00000062312",0
"ENSRNOG00000008596",3
"ENSRNOG00000068113",0
"ENSRNOG00000019065",2
"ENSRNOG00000015067",365
"ENSRNOG00000063322",0
"ENSRNOG00000027513",525
"ENSRNOG00000063792",0
"ENSRNOG00000001588",225
"ENSRNOG00000063578",0
"ENSRNOG00000024815",4
"ENSRNOG00000038165",1
"ENSRNOG00000067615",0
"ENSRNOG00000062563",0
"ENSRNOG00000034174",0
"ENSRNOG00000001514",45
"ENSRNOG00000065210",0
"ENSRNOG00000069009",0
"ENSRNOG00000015558",1
"ENSRNOG00000004861",535
"ENSRNOG00000065773",0
"ENSRNOG00000013992",131
"ENSRNOG00000069927",0
"ENSRNOG00000015202",1913
"ENSRNOG00000064935",0
"ENSRNOG00000030212",132
"ENSRNOG00000067933",0
"ENSRNOG00000010275",48
"ENSRNOG00000005609",0
"ENSRNOG00000067390",0
"ENSRNOG00000006112",0
"ENSRNOG00000069529",0
"ENSRNOG00000066625",0
"ENSRNOG00000060449",138
"ENSRNOG00000015637",2
"ENSRNOG00000014235",90
"ENSRNOG00000054497",347
"ENSRNOG00000049336",23
"ENSRNOG00000017939",482
"ENSRNOG00000007341",28
"ENSRNOG00000051420",349
"ENSRNOG00000069601",0
"ENSRNOG00000014592",90
"ENSRNOG00000050123",0
"ENSRNOG00000006654",0
"ENSRNOG00000057245",2
"ENSRNOG00000061249",0
"ENSRNOG00000016062",90
"ENSRNOG00000052405",0
"ENSRNOG00000065177",0
"ENSRNOG00000064679",0
"ENSRNOG00000015359",0
"ENSRNOG00000062804",0
"ENSRNOG00000047874",336
"ENSRNOG00000009354",16
"ENSRNOG00000067869",0
"ENSRNOG00000010894",216
"ENSRNOG00000065868",0
"ENSRNOG00000040284",0
"ENSRNOG00000030476",2773
"ENSRNOG00000050697",0
"ENSRNOG00000042556",209
"ENSRNOG00000001548",2272
"ENSRNOG00000070103",0
"ENSRNOG00000046151",1
"ENSRNOG00000063457",0
"ENSRNOG00000022490",686
"ENSRNOG00000024846",167
"ENSRNOG00000016989",304
"ENSRNOG00000007492",7670
"ENSRNOG00000046473",0
"ENSRNOG00000067028",0
"ENSRNOG00000013267",145
"ENSRNOG00000069882",0
"ENSRNOG00000030143",106
"ENSRNOG00000046849",0
"ENSRNOG00000065516",0
"ENSRNOG00000067266",2
"ENSRNOG00000069995",0
"ENSRNOG00000033799",0
"ENSRNOG00000012722",464
"ENSRNOG00000049460",0
"ENSRNOG00000029787",0
"ENSRNOG00000055984",1576
"ENSRNOG00000032102",0
"ENSRNOG00000019340",130
"ENSRNOG00000029627",873
"ENSRNOG00000028690",2159
"ENSRNOG00000062692",0
"ENSRNOG00000013371",0
"ENSRNOG00000048601",0
"ENSRNOG00000027533",14
"ENSRNOG00000027510",0
"ENSRNOG00000053691",10947
"ENSRNOG00000064291",0
"ENSRNOG00000069831",4
"ENSRNOG00000018288",1560
"ENSRNOG00000068577",9
"ENSRNOG00000046568",31
"ENSRNOG00000069411",15
"ENSRNOG00000005109",0
"ENSRNOG00000029793",0
"ENSRNOG00000064950",136
"ENSRNOG00000005951",64
"ENSRNOG00000065751",0
"ENSRNOG00000067302",30
"ENSRNOG00000007605",1082
"ENSRNOG00000023181",30
"ENSRNOG00000065953",0
"ENSRNOG00000017404",428
"ENSRNOG00000028492",0
"ENSRNOG00000023090",0
"ENSRNOG00000028543",2083
"ENSRNOG00000017843",338
"ENSRNOG00000067031",0
"ENSRNOG00000016248",0
"ENSRNOG00000029423",786
"ENSRNOG00000069321",49
"ENSRNOG00000013003",0
"ENSRNOG00000031453",577
"ENSRNOG00000059460",145
"ENSRNOG00000052519",13
"ENSRNOG00000055484",0
"ENSRNOG00000070077",0
"ENSRNOG00000068234",0
"ENSRNOG00000009376",0
"ENSRNOG00000034115",0
"ENSRNOG00000030468",0
"ENSRNOG00000036813",182
"ENSRNOG00000009227",0
"ENSRNOG00000068114",0
"ENSRNOG00000067898",0
"ENSRNOG00000031811",0
"ENSRNOG00000064459",0
"ENSRNOG00000065446",0
"ENSRNOG00000066979",0
"ENSRNOG00000068209",0
"ENSRNOG00000034047",0
"ENSRNOG00000049954",0
"ENSRNOG00000065296",0
"ENSRNOG00000069515",0
"ENSRNOG00000007583",1148
"ENSRNOG00000037837",0
"ENSRNOG00000037834",0
"ENSRNOG00000009693",0
"ENSRNOG00000006395",2
"ENSRNOG00000010052",0
"ENSRNOG00000009526",0
"ENSRNOG00000036934",330
"ENSRNOG00000064583",0
"ENSRNOG00000061609",0
"ENSRNOG00000030662",0
"ENSRNOG00000006236",34
"ENSRNOG00000051828",0
"ENSRNOG00000058567",0
"ENSRNOG00000063901",3
"ENSRNOG00000060260",0
"ENSRNOG00000034031",0
"ENSRNOG00000049901",0
"ENSRNOG00000033994",0
"ENSRNOG00000007827",4
"ENSRNOG00000045634",0
"ENSRNOG00000015794",93
"ENSRNOG00000015393",0
"ENSRNOG00000015696",71
"ENSRNOG00000025238",0
"ENSRNOG00000010417",149
"ENSRNOG00000024437",1051
"ENSRNOG00000024923",101
"ENSRNOG00000063306",0
"ENSRNOG00000012880",251
"ENSRNOG00000010538",399
"ENSRNOG00000012923",449
"ENSRNOG00000020246",10278
"ENSRNOG00000010625",38
"ENSRNOG00000012956",44
"ENSRNOG00000017086",73
"ENSRNOG00000063087",2401
"ENSRNOG00000069424",0
"ENSRNOG00000066059",0
"ENSRNOG00000063436",0
"ENSRNOG00000070108",0
"ENSRNOG00000069317",0
"ENSRNOG00000069667",0
"ENSRNOG00000062823",0
"ENSRNOG00000068434",0
"ENSRNOG00000005898",0
"ENSRNOG00000063311",0
"ENSRNOG00000021949",0
"ENSRNOG00000021920",0
"ENSRNOG00000071089",0
"ENSRNOG00000010179",0
"ENSRNOG00000069875",0
"ENSRNOG00000021658",0
"ENSRNOG00000068369",0
"ENSRNOG00000014429",415
"ENSRNOG00000014798",537
"ENSRNOG00000058658",1800
"ENSRNOG00000028215",419
"ENSRNOG00000059846",0
"ENSRNOG00000065166",0
"ENSRNOG00000067074",0
"ENSRNOG00000053266",0
"ENSRNOG00000065851",0
"ENSRNOG00000062725",0
"ENSRNOG00000058802",0
"ENSRNOG00000067376",3
"ENSRNOG00000062330",0
"ENSRNOG00000056867",0
"ENSRNOG00000009155",284
"ENSRNOG00000066442",0
"ENSRNOG00000068132",0
"ENSRNOG00000067253",0
"ENSRNOG00000066113",0
"ENSRNOG00000062921",0
"ENSRNOG00000068952",0
"ENSRNOG00000060254",0
"ENSRNOG00000009397",263
"ENSRNOG00000056350",5
"ENSRNOG00000061517",0
"ENSRNOG00000069001",0
"ENSRNOG00000054178",0
"ENSRNOG00000067931",6
"ENSRNOG00000053758",0
"ENSRNOG00000057896",0
"ENSRNOG00000053318",0
"ENSRNOG00000009723",449
"ENSRNOG00000060304",0
"ENSRNOG00000069333",2
"ENSRNOG00000063509",0
"ENSRNOG00000057181",0
"ENSRNOG00000064895",0
"ENSRNOG00000052528",0
"ENSRNOG00000053730",0
"ENSRNOG00000057217",0
"ENSRNOG00000058017",0
"ENSRNOG00000061392",0
"ENSRNOG00000008467",2
"ENSRNOG00000065636",0
"ENSRNOG00000058635",2
"ENSRNOG00000060700",0
"ENSRNOG00000055165",0
"ENSRNOG00000064572",0
"ENSRNOG00000070539",0
"ENSRNOG00000065355",0
"ENSRNOG00000057737",1
"ENSRNOG00000061689",0
"ENSRNOG00000053257",0
"ENSRNOG00000051919",0
"ENSRNOG00000063274",0
"ENSRNOG00000056775",0
"ENSRNOG00000059287",0
"ENSRNOG00000056709",0
"ENSRNOG00000062752",0
"ENSRNOG00000054556",0
"ENSRNOG00000058974",0
"ENSRNOG00000069316",0
"ENSRNOG00000064743",8371
"ENSRNOG00000069960",5
"ENSRNOG00000062337",102392
"ENSRNOG00000064311",0
"ENSRNOG00000070537",0
"ENSRNOG00000015285",203
"ENSRNOG00000064600",2
"ENSRNOG00000053739",0
"ENSRNOG00000071124",0
"ENSRNOG00000051556",0
"ENSRNOG00000055988",0
"ENSRNOG00000052329",0
"ENSRNOG00000070840",0
"ENSRNOG00000051794",0
"ENSRNOG00000065344",0
"ENSRNOG00000061411",0
"ENSRNOG00000070340",0
"ENSRNOG00000070766",0
"ENSRNOG00000054047",0
"ENSRNOG00000056813",0
"ENSRNOG00000063896",0
"ENSRNOG00000054708",0
"ENSRNOG00000064326",0
"ENSRNOG00000060698",0
"ENSRNOG00000053336",0
"ENSRNOG00000059523",0
"ENSRNOG00000065124",0
"ENSRNOG00000053475",0
"ENSRNOG00000052086",0
"ENSRNOG00000062753",0
"ENSRNOG00000066102",0
"ENSRNOG00000059174",0
"ENSRNOG00000069379",0
"ENSRNOG00000065949",0
"ENSRNOG00000058281",0
"ENSRNOG00000066419",0
"ENSRNOG00000056973",12
"ENSRNOG00000065896",0
"ENSRNOG00000058689",0
"ENSRNOG00000053480",0
"ENSRNOG00000058037",0
"ENSRNOG00000053815",0
"ENSRNOG00000053851",0
"ENSRNOG00000056125",0
"ENSRNOG00000065708",0
"ENSRNOG00000068166",0
"ENSRNOG00000071177",0
"ENSRNOG00000057105",0
"ENSRNOG00000059003",0
"ENSRNOG00000006669",0
"ENSRNOG00000051675",0
"ENSRNOG00000065635",0
"ENSRNOG00000054461",0
"ENSRNOG00000052295",1
"ENSRNOG00000067981",3
"ENSRNOG00000006706",0
"ENSRNOG00000067405",0
"ENSRNOG00000070841",1
"ENSRNOG00000069917",4
"ENSRNOG00000006716",0
"ENSRNOG00000051785",0
"ENSRNOG00000060319",0
"ENSRNOG00000047981",0
"ENSRNOG00000069972",0
"ENSRNOG00000043148",0
"ENSRNOG00000016067",1175
"ENSRNOG00000016325",1
"ENSRNOG00000062667",0
"ENSRNOG00000005413",2429
"ENSRNOG00000007732",372
"ENSRNOG00000008674",59
"ENSRNOG00000068495",0
"ENSRNOG00000065980",0
"ENSRNOG00000068843",0
"ENSRNOG00000000047",278
"ENSRNOG00000008000",0
"ENSRNOG00000017422",408
"ENSRNOG00000017737",333
"ENSRNOG00000010495",619
"ENSRNOG00000034025",407
"ENSRNOG00000007241",949
"ENSRNOG00000007989",0
"ENSRNOG00000069579",2
"ENSRNOG00000029798",0
"ENSRNOG00000000008",0
"ENSRNOG00000008944",3135
"ENSRNOG00000070512",0
"ENSRNOG00000066316",0
"ENSRNOG00000009689",1165
"ENSRNOG00000017556",0
"ENSRNOG00000017560",0
"ENSRNOG00000037567",80
"ENSRNOG00000004623",1
"ENSRNOG00000006353",3
"ENSRNOG00000006539",147
"ENSRNOG00000006884",0
"ENSRNOG00000058478",233
"ENSRNOG00000010379",1904
"ENSRNOG00000007478",651
"ENSRNOG00000011208",21
"ENSRNOG00000011414",1460
"ENSRNOG00000031275",85
"ENSRNOG00000011981",1138
"ENSRNOG00000004639",173
"ENSRNOG00000021678",360
"ENSRNOG00000005191",840
"ENSRNOG00000009630",941
"ENSRNOG00000004666",11
"ENSRNOG00000036864",3
"ENSRNOG00000009199",140
"ENSRNOG00000068949",11
"ENSRNOG00000049208",2
"ENSRNOG00000042533",2
