"","PDGFNS3_aligned.bam"
"ENSRNOG00000007899",191
"ENSRNOG00000064449",18
"ENSRNOG00000051419",0
"ENSRNOG00000071085",0
"ENSRNOG00000010852",997
"ENSRNOG00000070814",3
"ENSRNOG00000067290",143
"ENSRNOG00000067539",0
"ENSRNOG00000070003",7
"ENSRNOG00000062607",0
"ENSRNOG00000066335",2
"ENSRNOG00000068001",142
"ENSRNOG00000065414",2
"ENSRNOG00000066998",0
"ENSRNOG00000067701",0
"ENSRNOG00000042804",4
"ENSRNOG00000064122",246
"ENSRNOG00000052718",0
"ENSRNOG00000071208",0
"ENSRNOG00000007090",1998
"ENSRNOG00000059964",40
"ENSRNOG00000064414",0
"ENSRNOG00000011606",227
"ENSRNOG00000065777",0
"ENSRNOG00000067312",1
"ENSRNOG00000007420",0
"ENSRNOG00000070828",671
"ENSRNOG00000070985",139
"ENSRNOG00000028826",583
"ENSRNOG00000005564",1055
"ENSRNOG00000063180",0
"ENSRNOG00000023285",316
"ENSRNOG00000064175",0
"ENSRNOG00000029083",11
"ENSRNOG00000062885",0
"ENSRNOG00000057997",0
"ENSRNOG00000046851",8
"ENSRNOG00000063886",0
"ENSRNOG00000033439",4
"ENSRNOG00000060897",0
"ENSRNOG00000019689",38
"ENSRNOG00000070338",2
"ENSRNOG00000064887",0
"ENSRNOG00000068196",0
"ENSRNOG00000021401",0
"ENSRNOG00000038215",0
"ENSRNOG00000068892",5
"ENSRNOG00000066825",0
"ENSRNOG00000068644",626
"ENSRNOG00000066814",0
"ENSRNOG00000059360",0
"ENSRNOG00000062819",0
"ENSRNOG00000064217",0
"ENSRNOG00000006001",3155
"ENSRNOG00000038024",47
"ENSRNOG00000056741",0
"ENSRNOG00000064456",0
"ENSRNOG00000055703",0
"ENSRNOG00000060859",0
"ENSRNOG00000070785",0
"ENSRNOG00000066985",0
"ENSRNOG00000021723",51
"ENSRNOG00000063459",0
"ENSRNOG00000066068",0
"ENSRNOG00000008012",98
"ENSRNOG00000065548",0
"ENSRNOG00000027063",1
"ENSRNOG00000056402",0
"ENSRNOG00000028747",2129
"ENSRNOG00000054678",0
"ENSRNOG00000063804",0
"ENSRNOG00000068090",0
"ENSRNOG00000069655",13
"ENSRNOG00000064761",0
"ENSRNOG00000058279",0
"ENSRNOG00000066305",0
"ENSRNOG00000052263",0
"ENSRNOG00000030902",3
"ENSRNOG00000060084",0
"ENSRNOG00000058512",0
"ENSRNOG00000032448",0
"ENSRNOG00000051445",0
"ENSRNOG00000013251",1118
"ENSRNOG00000067082",0
"ENSRNOG00000063565",0
"ENSRNOG00000051840",0
"ENSRNOG00000005664",0
"ENSRNOG00000052417",0
"ENSRNOG00000058403",0
"ENSRNOG00000005692",0
"ENSRNOG00000054341",0
"ENSRNOG00000067641",0
"ENSRNOG00000067588",0
"ENSRNOG00000051717",0
"ENSRNOG00000061234",0
"ENSRNOG00000021366",0
"ENSRNOG00000070798",0
"ENSRNOG00000027722",241
"ENSRNOG00000066041",0
"ENSRNOG00000067918",0
"ENSRNOG00000054741",0
"ENSRNOG00000031185",0
"ENSRNOG00000058628",0
"ENSRNOG00000065349",0
"ENSRNOG00000013378",1
"ENSRNOG00000062417",0
"ENSRNOG00000021445",0
"ENSRNOG00000064566",0
"ENSRNOG00000062325",2931
"ENSRNOG00000021430",0
"ENSRNOG00000065660",0
"ENSRNOG00000064270",0
"ENSRNOG00000069224",0
"ENSRNOG00000030993",0
"ENSRNOG00000066792",0
"ENSRNOG00000052849",0
"ENSRNOG00000005732",0
"ENSRNOG00000009280",430
"ENSRNOG00000068562",0
"ENSRNOG00000029561",0
"ENSRNOG00000065008",0
"ENSRNOG00000066533",0
"ENSRNOG00000032724",0
"ENSRNOG00000061702",0
"ENSRNOG00000037036",0
"ENSRNOG00000062515",0
"ENSRNOG00000053912",0
"ENSRNOG00000031107",0
"ENSRNOG00000056608",0
"ENSRNOG00000066042",1619
"ENSRNOG00000060430",0
"ENSRNOG00000070504",0
"ENSRNOG00000061624",0
"ENSRNOG00000055593",0
"ENSRNOG00000021397",0
"ENSRNOG00000056499",0
"ENSRNOG00000061081",0
"ENSRNOG00000030752",0
"ENSRNOG00000069842",0
"ENSRNOG00000055945",0
"ENSRNOG00000062370",0
"ENSRNOG00000061103",0
"ENSRNOG00000067648",17
"ENSRNOG00000061241",0
"ENSRNOG00000066655",14
"ENSRNOG00000067096",0
"ENSRNOG00000027617",883
"ENSRNOG00000008667",1
"ENSRNOG00000055249",0
"ENSRNOG00000005645",0
"ENSRNOG00000051914",0
"ENSRNOG00000063909",0
"ENSRNOG00000005646",0
"ENSRNOG00000060570",0
"ENSRNOG00000060457",1
"ENSRNOG00000001840",1
"ENSRNOG00000067392",0
"ENSRNOG00000053310",0
"ENSRNOG00000036910",19
"ENSRNOG00000064943",0
"ENSRNOG00000058680",2
"ENSRNOG00000033855",942
"ENSRNOG00000005618",170
"ENSRNOG00000059847",0
"ENSRNOG00000064845",0
"ENSRNOG00000068370",0
"ENSRNOG00000066190",0
"ENSRNOG00000062577",1
"ENSRNOG00000067251",0
"ENSRNOG00000063157",49
"ENSRNOG00000070825",0
"ENSRNOG00000011108",1
"ENSRNOG00000063158",0
"ENSRNOG00000068385",1
"ENSRNOG00000063686",0
"ENSRNOG00000071024",0
"ENSRNOG00000062583",0
"ENSRNOG00000069971",0
"ENSRNOG00000007034",383
"ENSRNOG00000067590",0
"ENSRNOG00000067819",0
"ENSRNOG00000052033",0
"ENSRNOG00000055888",0
"ENSRNOG00000054530",2
"ENSRNOG00000068356",197
"ENSRNOG00000055602",0
"ENSRNOG00000005867",0
"ENSRNOG00000059486",2
"ENSRNOG00000064443",1
"ENSRNOG00000060660",1
"ENSRNOG00000057550",138
"ENSRNOG00000057093",0
"ENSRNOG00000052747",0
"ENSRNOG00000069143",9
"ENSRNOG00000064124",0
"ENSRNOG00000065147",585
"ENSRNOG00000008725",1573
"ENSRNOG00000064288",93
"ENSRNOG00000059320",0
"ENSRNOG00000069248",0
"ENSRNOG00000054987",0
"ENSRNOG00000067342",0
"ENSRNOG00000055890",0
"ENSRNOG00000070439",0
"ENSRNOG00000058704",0
"ENSRNOG00000056432",0
"ENSRNOG00000053476",1
"ENSRNOG00000053251",0
"ENSRNOG00000060415",0
"ENSRNOG00000066704",0
"ENSRNOG00000059547",0
"ENSRNOG00000069672",4
"ENSRNOG00000058905",0
"ENSRNOG00000067985",15
"ENSRNOG00000061585",0
"ENSRNOG00000063230",29
"ENSRNOG00000060592",0
"ENSRNOG00000053414",32
"ENSRNOG00000056544",0
"ENSRNOG00000052942",0
"ENSRNOG00000065999",0
"ENSRNOG00000060772",0
"ENSRNOG00000065270",0
"ENSRNOG00000058095",0
"ENSRNOG00000067947",469
"ENSRNOG00000057170",0
"ENSRNOG00000010233",9933
"ENSRNOG00000068167",32
"ENSRNOG00000069790",0
"ENSRNOG00000069103",1
"ENSRNOG00000059639",1
"ENSRNOG00000067095",62
"ENSRNOG00000056090",0
"ENSRNOG00000063013",0
"ENSRNOG00000066064",0
"ENSRNOG00000068828",7
"ENSRNOG00000057002",0
"ENSRNOG00000067428",1
"ENSRNOG00000053177",0
"ENSRNOG00000066929",70
"ENSRNOG00000059471",0
"ENSRNOG00000062437",0
"ENSRNOG00000059511",0
"ENSRNOG00000009264",617
"ENSRNOG00000061010",0
"ENSRNOG00000067713",0
"ENSRNOG00000054659",0
"ENSRNOG00000056565",0
"ENSRNOG00000061330",0
"ENSRNOG00000070695",116
"ENSRNOG00000065973",0
"ENSRNOG00000069010",0
"ENSRNOG00000053390",0
"ENSRNOG00000068188",0
"ENSRNOG00000010397",93
"ENSRNOG00000060424",0
"ENSRNOG00000059966",0
"ENSRNOG00000057018",0
"ENSRNOG00000055555",0
"ENSRNOG00000065433",0
"ENSRNOG00000056505",0
"ENSRNOG00000071211",0
"ENSRNOG00000065415",0
"ENSRNOG00000054884",3
"ENSRNOG00000058065",0
"ENSRNOG00000051749",0
"ENSRNOG00000054499",0
"ENSRNOG00000064686",0
"ENSRNOG00000052715",0
"ENSRNOG00000053685",0
"ENSRNOG00000069597",0
"ENSRNOG00000052674",0
"ENSRNOG00000059787",4
"ENSRNOG00000068282",1
"ENSRNOG00000026705",4
"ENSRNOG00000068295",0
"ENSRNOG00000067372",0
"ENSRNOG00000070879",0
"ENSRNOG00000066121",6
"ENSRNOG00000019556",3399
"ENSRNOG00000057606",0
"ENSRNOG00000051718",0
"ENSRNOG00000070120",0
"ENSRNOG00000069583",0
"ENSRNOG00000062571",0
"ENSRNOG00000069513",0
"ENSRNOG00000052131",1
"ENSRNOG00000012269",4913
"ENSRNOG00000051990",0
"ENSRNOG00000063849",0
"ENSRNOG00000057063",0
"ENSRNOG00000066909",0
"ENSRNOG00000012828",565
"ENSRNOG00000062380",0
"ENSRNOG00000059631",0
"ENSRNOG00000062539",0
"ENSRNOG00000057486",0
"ENSRNOG00000059571",0
"ENSRNOG00000068359",0
"ENSRNOG00000012999",2106
"ENSRNOG00000054211",0
"ENSRNOG00000061617",0
"ENSRNOG00000007918",3
"ENSRNOG00000008196",469
"ENSRNOG00000052445",343
"ENSRNOG00000011854",144
"ENSRNOG00000026446",5
"ENSRNOG00000012100",151
"ENSRNOG00000014294",11
"ENSRNOG00000013948",2695
"ENSRNOG00000067443",0
"ENSRNOG00000046972",0
"ENSRNOG00000014312",0
"ENSRNOG00000066406",0
"ENSRNOG00000070812",0
"ENSRNOG00000070244",0
"ENSRNOG00000010154",715
"ENSRNOG00000068055",0
"ENSRNOG00000067233",0
"ENSRNOG00000063329",0
"ENSRNOG00000010267",525
"ENSRNOG00000065675",0
"ENSRNOG00000066904",0
"ENSRNOG00000048468",0
"ENSRNOG00000066072",0
"ENSRNOG00000066955",0
"ENSRNOG00000065237",0
"ENSRNOG00000013428",0
"ENSRNOG00000064085",0
"ENSRNOG00000065629",0
"ENSRNOG00000023561",1
"ENSRNOG00000066082",0
"ENSRNOG00000067079",0
"ENSRNOG00000013729",141
"ENSRNOG00000070134",0
"ENSRNOG00000071026",0
"ENSRNOG00000010702",2837
"ENSRNOG00000015455",197
"ENSRNOG00000012916",0
"ENSRNOG00000012201",0
"ENSRNOG00000046959",0
"ENSRNOG00000060594",9128
"ENSRNOG00000006784",52
"ENSRNOG00000026528",232
"ENSRNOG00000029644",1
"ENSRNOG00000009347",4
"ENSRNOG00000059589",400
"ENSRNOG00000061420",94
"ENSRNOG00000026748",728
"ENSRNOG00000031408",1
"ENSRNOG00000005691",74
"ENSRNOG00000017708",8157
"ENSRNOG00000006814",32
"ENSRNOG00000015877",0
"ENSRNOG00000013203",0
"ENSRNOG00000069261",0
"ENSRNOG00000013141",2205
"ENSRNOG00000016182",197
"ENSRNOG00000065167",0
"ENSRNOG00000006718",1777
"ENSRNOG00000067295",0
"ENSRNOG00000043164",0
"ENSRNOG00000064192",0
"ENSRNOG00000056962",57
"ENSRNOG00000006846",0
"ENSRNOG00000013382",0
"ENSRNOG00000017720",422
"ENSRNOG00000008518",0
"ENSRNOG00000026309",75
"ENSRNOG00000065135",291
"ENSRNOG00000010957",487
"ENSRNOG00000014918",0
"ENSRNOG00000010353",574
"ENSRNOG00000017838",527
"ENSRNOG00000027592",520
"ENSRNOG00000059878",98
"ENSRNOG00000009316",0
"ENSRNOG00000067591",0
"ENSRNOG00000009256",3
"ENSRNOG00000036959",4
"ENSRNOG00000048969",445
"ENSRNOG00000055036",455
"ENSRNOG00000062962",2
"ENSRNOG00000067281",2
"ENSRNOG00000009030",2
"ENSRNOG00000015478",4
"ENSRNOG00000047635",0
"ENSRNOG00000006859",5107
"ENSRNOG00000007249",2001
"ENSRNOG00000008678",16647
"ENSRNOG00000065521",2
"ENSRNOG00000067769",0
"ENSRNOG00000028311",0
"ENSRNOG00000063691",1
"ENSRNOG00000005787",3
"ENSRNOG00000070606",14
"ENSRNOG00000009787",5
"ENSRNOG00000011156",17
"ENSRNOG00000007493",134
"ENSRNOG00000068200",0
"ENSRNOG00000005809",28
"ENSRNOG00000010015",1
"ENSRNOG00000026306",0
"ENSRNOG00000037768",201
"ENSRNOG00000068192",0
"ENSRNOG00000031855",443
"ENSRNOG00000042164",0
"ENSRNOG00000066330",1
"ENSRNOG00000010021",337
"ENSRNOG00000007047",3412
"ENSRNOG00000051942",0
"ENSRNOG00000063726",2
"ENSRNOG00000006120",0
"ENSRNOG00000008838",2
"ENSRNOG00000070336",0
"ENSRNOG00000030012",0
"ENSRNOG00000007066",0
"ENSRNOG00000059890",1
"ENSRNOG00000042112",0
"ENSRNOG00000018410",589
"ENSRNOG00000008929",396
"ENSRNOG00000063605",0
"ENSRNOG00000037076",10
"ENSRNOG00000065417",0
"ENSRNOG00000007830",125
"ENSRNOG00000018507",2741
"ENSRNOG00000019219",598
"ENSRNOG00000050493",0
"ENSRNOG00000047450",0
"ENSRNOG00000030547",0
"ENSRNOG00000065908",0
"ENSRNOG00000013222",6
"ENSRNOG00000013944",410
"ENSRNOG00000069744",72
"ENSRNOG00000037863",0
"ENSRNOG00000030538",0
"ENSRNOG00000064731",0
"ENSRNOG00000048726",306
"ENSRNOG00000011509",440
"ENSRNOG00000015589",384
"ENSRNOG00000013816",437
"ENSRNOG00000027466",7
"ENSRNOG00000064685",0
"ENSRNOG00000008766",0
"ENSRNOG00000068912",0
"ENSRNOG00000069899",304
"ENSRNOG00000013132",0
"ENSRNOG00000070827",13
"ENSRNOG00000029401",19
"ENSRNOG00000000024",1442
"ENSRNOG00000028989",0
"ENSRNOG00000007866",15
"ENSRNOG00000050578",2089
"ENSRNOG00000010449",0
"ENSRNOG00000012954",391
"ENSRNOG00000030522",3
"ENSRNOG00000040301",2
"ENSRNOG00000062621",0
"ENSRNOG00000050483",72
"ENSRNOG00000034228",1
"ENSRNOG00000054360",2
"ENSRNOG00000009085",242
"ENSRNOG00000015903",1
"ENSRNOG00000026177",0
"ENSRNOG00000051620",1216
"ENSRNOG00000008439",2
"ENSRNOG00000015630",1890
"ENSRNOG00000012472",246
"ENSRNOG00000007131",834
"ENSRNOG00000012602",725
"ENSRNOG00000010474",8649
"ENSRNOG00000008117",606
"ENSRNOG00000058386",2341
"ENSRNOG00000007310",0
"ENSRNOG00000053553",2
"ENSRNOG00000034088",0
"ENSRNOG00000011092",0
"ENSRNOG00000036960",26477
"ENSRNOG00000046345",11026
"ENSRNOG00000013369",0
"ENSRNOG00000045819",283
"ENSRNOG00000024885",0
"ENSRNOG00000070887",1
"ENSRNOG00000053178",0
"ENSRNOG00000025735",2
"ENSRNOG00000037871",108
"ENSRNOG00000005505",1661
"ENSRNOG00000013245",0
"ENSRNOG00000025618",0
"ENSRNOG00000061739",0
"ENSRNOG00000015682",0
"ENSRNOG00000056009",1374
"ENSRNOG00000009282",1071
"ENSRNOG00000008514",9
"ENSRNOG00000071214",0
"ENSRNOG00000069072",0
"ENSRNOG00000028235",39
"ENSRNOG00000065053",0
"ENSRNOG00000016484",731
"ENSRNOG00000024508",0
"ENSRNOG00000063539",1
"ENSRNOG00000047067",22941
"ENSRNOG00000015799",8
"ENSRNOG00000027979",1
"ENSRNOG00000066165",0
"ENSRNOG00000066886",15
"ENSRNOG00000008557",325
"ENSRNOG00000001807",1589
"ENSRNOG00000050645",691
"ENSRNOG00000005608",229
"ENSRNOG00000009740",1
"ENSRNOG00000057924",2
"ENSRNOG00000070501",0
"ENSRNOG00000010609",762
"ENSRNOG00000015394",0
"ENSRNOG00000055966",35
"ENSRNOG00000007134",3003
"ENSRNOG00000070849",0
"ENSRNOG00000017149",193
"ENSRNOG00000065813",0
"ENSRNOG00000009872",342
"ENSRNOG00000057142",0
"ENSRNOG00000012247",7393
"ENSRNOG00000007717",0
"ENSRNOG00000061864",0
"ENSRNOG00000070547",0
"ENSRNOG00000067628",5
"ENSRNOG00000068392",0
"ENSRNOG00000063154",0
"ENSRNOG00000031312",11014
"ENSRNOG00000069338",0
"ENSRNOG00000014367",1
"ENSRNOG00000069243",0
"ENSRNOG00000014018",0
"ENSRNOG00000060843",0
"ENSRNOG00000070958",0
"ENSRNOG00000033815",0
"ENSRNOG00000067272",0
"ENSRNOG00000026675",0
"ENSRNOG00000065801",0
"ENSRNOG00000014714",0
"ENSRNOG00000066559",3
"ENSRNOG00000064073",0
"ENSRNOG00000066164",0
"ENSRNOG00000063026",0
"ENSRNOG00000017911",681
"ENSRNOG00000021313",0
"ENSRNOG00000065086",0
"ENSRNOG00000059810",199
"ENSRNOG00000063570",0
"ENSRNOG00000019528",231
"ENSRNOG00000070063",0
"ENSRNOG00000062929",0
"ENSRNOG00000053111",0
"ENSRNOG00000060151",0
"ENSRNOG00000023449",1
"ENSRNOG00000038872",4
"ENSRNOG00000052408",0
"ENSRNOG00000067498",0
"ENSRNOG00000033202",1
"ENSRNOG00000067024",0
"ENSRNOG00000001854",255
"ENSRNOG00000054316",0
"ENSRNOG00000069474",0
"ENSRNOG00000070687",0
"ENSRNOG00000063206",0
"ENSRNOG00000053700",0
"ENSRNOG00000066894",140
"ENSRNOG00000051714",4
"ENSRNOG00000010077",970
"ENSRNOG00000025848",0
"ENSRNOG00000063666",0
"ENSRNOG00000016316",787
"ENSRNOG00000069028",0
"ENSRNOG00000062514",0
"ENSRNOG00000013000",1391
"ENSRNOG00000065462",0
"ENSRNOG00000060795",0
"ENSRNOG00000016076",0
"ENSRNOG00000052803",0
"ENSRNOG00000060744",2
"ENSRNOG00000058757",0
"ENSRNOG00000025541",0
"ENSRNOG00000055065",0
"ENSRNOG00000059753",0
"ENSRNOG00000053438",6
"ENSRNOG00000013547",0
"ENSRNOG00000070231",0
"ENSRNOG00000053237",0
"ENSRNOG00000070909",0
"ENSRNOG00000009348",12
"ENSRNOG00000031041",2
"ENSRNOG00000067876",0
"ENSRNOG00000052240",0
"ENSRNOG00000057643",0
"ENSRNOG00000053149",0
"ENSRNOG00000059101",0
"ENSRNOG00000067627",0
"ENSRNOG00000071005",0
"ENSRNOG00000055675",0
"ENSRNOG00000010466",1334
"ENSRNOG00000069215",0
"ENSRNOG00000010005",1173
"ENSRNOG00000060012",0
"ENSRNOG00000055353",0
"ENSRNOG00000018317",2924
"ENSRNOG00000019716",0
"ENSRNOG00000060246",0
"ENSRNOG00000066801",0
"ENSRNOG00000015514",11391
"ENSRNOG00000065485",0
"ENSRNOG00000025519",0
"ENSRNOG00000060861",0
"ENSRNOG00000053698",0
"ENSRNOG00000068417",0
"ENSRNOG00000020169",0
"ENSRNOG00000058052",0
"ENSRNOG00000065711",1
"ENSRNOG00000059990",0
"ENSRNOG00000058775",0
"ENSRNOG00000052655",0
"ENSRNOG00000026981",472
"ENSRNOG00000064632",0
"ENSRNOG00000007707",807
"ENSRNOG00000061810",0
"ENSRNOG00000054975",0
"ENSRNOG00000025720",15
"ENSRNOG00000063999",0
"ENSRNOG00000052213",0
"ENSRNOG00000052563",0
"ENSRNOG00000006711",306
"ENSRNOG00000062852",0
"ENSRNOG00000057743",0
"ENSRNOG00000060559",1
"ENSRNOG00000064339",1
"ENSRNOG00000070876",0
"ENSRNOG00000059598",1
"ENSRNOG00000016665",578
"ENSRNOG00000054983",0
"ENSRNOG00000067154",0
"ENSRNOG00000064635",0
"ENSRNOG00000067689",0
"ENSRNOG00000053772",0
"ENSRNOG00000026874",101
"ENSRNOG00000057090",0
"ENSRNOG00000057183",0
"ENSRNOG00000006617",4
"ENSRNOG00000010239",6138
"ENSRNOG00000068043",0
"ENSRNOG00000067403",0
"ENSRNOG00000006231",3
"ENSRNOG00000066911",0
"ENSRNOG00000009556",0
"ENSRNOG00000064606",0
"ENSRNOG00000006228",4803
"ENSRNOG00000007811",2
"ENSRNOG00000063335",0
"ENSRNOG00000035451",0
"ENSRNOG00000068663",0
"ENSRNOG00000016917",9
"ENSRNOG00000058714",0
"ENSRNOG00000063469",0
"ENSRNOG00000068719",0
"ENSRNOG00000067584",0
"ENSRNOG00000040346",0
"ENSRNOG00000053661",0
"ENSRNOG00000062877",0
"ENSRNOG00000036462",0
"ENSRNOG00000005506",1126
"ENSRNOG00000035458",0
"ENSRNOG00000036272",0
"ENSRNOG00000064957",0
"ENSRNOG00000017808",604
"ENSRNOG00000018309",7540
"ENSRNOG00000068116",0
"ENSRNOG00000035577",0
"ENSRNOG00000019158",0
"ENSRNOG00000035587",0
"ENSRNOG00000036271",0
"ENSRNOG00000061895",0
"ENSRNOG00000005947",0
"ENSRNOG00000035598",0
"ENSRNOG00000046475",0
"ENSRNOG00000043059",431
"ENSRNOG00000069174",51
"ENSRNOG00000035624",0
"ENSRNOG00000041321",0
"ENSRNOG00000060241",0
"ENSRNOG00000035463",0
"ENSRNOG00000048961",502
"ENSRNOG00000036461",0
"ENSRNOG00000010485",0
"ENSRNOG00000066572",0
"ENSRNOG00000063462",0
"ENSRNOG00000015762",171
"ENSRNOG00000014856",5954
"ENSRNOG00000068364",2037
"ENSRNOG00000047309",0
"ENSRNOG00000051661",0
"ENSRNOG00000016255",156
"ENSRNOG00000007405",348
"ENSRNOG00000056783",0
"ENSRNOG00000013463",339
"ENSRNOG00000037782",0
"ENSRNOG00000066193",570
"ENSRNOG00000036913",1313
"ENSRNOG00000008733",451
"ENSRNOG00000008218",611
"ENSRNOG00000053337",0
"ENSRNOG00000025934",0
"ENSRNOG00000005390",6
"ENSRNOG00000001847",845
"ENSRNOG00000051600",0
"ENSRNOG00000025818",743
"ENSRNOG00000056041",1097
"ENSRNOG00000005310",2975
"ENSRNOG00000017959",43
"ENSRNOG00000051447",0
"ENSRNOG00000049645",0
"ENSRNOG00000047319",359
"ENSRNOG00000065051",0
"ENSRNOG00000065970",0
"ENSRNOG00000063089",0
"ENSRNOG00000066943",0
"ENSRNOG00000064643",0
"ENSRNOG00000016707",11
"ENSRNOG00000001820",489
"ENSRNOG00000062693",0
"ENSRNOG00000012831",102
"ENSRNOG00000067827",0
"ENSRNOG00000025042",2280
"ENSRNOG00000052467",0
"ENSRNOG00000069267",1
"ENSRNOG00000012952",456
"ENSRNOG00000053656",0
"ENSRNOG00000046899",0
"ENSRNOG00000063902",0
"ENSRNOG00000058136",0
"ENSRNOG00000006048",166
"ENSRNOG00000069959",275
"ENSRNOG00000006338",1590
"ENSRNOG00000008747",1814
"ENSRNOG00000017003",3123
"ENSRNOG00000055196",0
"ENSRNOG00000033639",442
"ENSRNOG00000060248",67
"ENSRNOG00000057254",0
"ENSRNOG00000051489",0
"ENSRNOG00000043404",0
"ENSRNOG00000017354",9105
"ENSRNOG00000005858",0
"ENSRNOG00000070498",0
"ENSRNOG00000052128",3
"ENSRNOG00000013195",324
"ENSRNOG00000005480",6655
"ENSRNOG00000017525",30
"ENSRNOG00000026883",4
"ENSRNOG00000070076",2
"ENSRNOG00000001844",426
"ENSRNOG00000070281",1
"ENSRNOG00000009019",5666
"ENSRNOG00000006709",5
"ENSRNOG00000007247",0
"ENSRNOG00000047493",0
"ENSRNOG00000013743",8002
"ENSRNOG00000066539",5
"ENSRNOG00000009447",56
"ENSRNOG00000018533",1075
"ENSRNOG00000018630",10784
"ENSRNOG00000007064",445
"ENSRNOG00000066889",0
"ENSRNOG00000066287",0
"ENSRNOG00000060350",3706
"ENSRNOG00000008676",7744
"ENSRNOG00000036984",0
"ENSRNOG00000066172",0
"ENSRNOG00000064375",0
"ENSRNOG00000029922",198
"ENSRNOG00000067300",428
"ENSRNOG00000064824",17
"ENSRNOG00000032443",46
"ENSRNOG00000055300",846
"ENSRNOG00000032432",0
"ENSRNOG00000061868",1
"ENSRNOG00000010388",0
"ENSRNOG00000030004",0
"ENSRNOG00000019165",709
"ENSRNOG00000010898",0
"ENSRNOG00000057554",0
"ENSRNOG00000007126",160
"ENSRNOG00000030894",0
"ENSRNOG00000031140",0
"ENSRNOG00000054860",0
"ENSRNOG00000011824",1
"ENSRNOG00000006925",78
"ENSRNOG00000058457",542
"ENSRNOG00000015910",0
"ENSRNOG00000025930",0
"ENSRNOG00000053638",0
"ENSRNOG00000010452",865
"ENSRNOG00000012417",0
"ENSRNOG00000057335",0
"ENSRNOG00000010594",60
"ENSRNOG00000008575",0
"ENSRNOG00000051690",0
"ENSRNOG00000008714",0
"ENSRNOG00000062297",0
"ENSRNOG00000062862",0
"ENSRNOG00000060460",2
"ENSRNOG00000006703",327
"ENSRNOG00000014382",667
"ENSRNOG00000054251",0
"ENSRNOG00000069416",0
"ENSRNOG00000008362",120
"ENSRNOG00000059538",2073
"ENSRNOG00000022060",1064
"ENSRNOG00000065574",0
"ENSRNOG00000008239",190
"ENSRNOG00000043158",0
"ENSRNOG00000063869",0
"ENSRNOG00000023612",0
"ENSRNOG00000001817",2122
"ENSRNOG00000052024",0
"ENSRNOG00000066615",0
"ENSRNOG00000008816",19035
"ENSRNOG00000015125",160
"ENSRNOG00000032788",3874
"ENSRNOG00000005984",673
"ENSRNOG00000009035",1044
"ENSRNOG00000031709",5789
"ENSRNOG00000015290",4706
"ENSRNOG00000009052",1535
"ENSRNOG00000008234",153
"ENSRNOG00000066387",0
"ENSRNOG00000029308",4
"ENSRNOG00000024705",13
"ENSRNOG00000015409",1328
"ENSRNOG00000015529",484
"ENSRNOG00000026864",7
"ENSRNOG00000001842",694
"ENSRNOG00000015541",26
"ENSRNOG00000010011",1071
"ENSRNOG00000027630",101
"ENSRNOG00000045821",543
"ENSRNOG00000021334",16
"ENSRNOG00000060098",6878
"ENSRNOG00000052174",613
"ENSRNOG00000060308",2
"ENSRNOG00000016589",4004
"ENSRNOG00000006824",0
"ENSRNOG00000063524",548
"ENSRNOG00000062587",0
"ENSRNOG00000055950",0
"ENSRNOG00000068610",0
"ENSRNOG00000055056",0
"ENSRNOG00000016778",2059
"ENSRNOG00000070412",0
"ENSRNOG00000010806",0
"ENSRNOG00000001830",1285
"ENSRNOG00000051739",0
"ENSRNOG00000024533",1331
"ENSRNOG00000009322",204
"ENSRNOG00000005968",937
"ENSRNOG00000017052",29
"ENSRNOG00000046449",6
"ENSRNOG00000010213",0
"ENSRNOG00000069406",49
"ENSRNOG00000008465",0
"ENSRNOG00000068148",18
"ENSRNOG00000007743",0
"ENSRNOG00000006174",0
"ENSRNOG00000023708",0
"ENSRNOG00000028632",50
"ENSRNOG00000001828",873
"ENSRNOG00000064314",0
"ENSRNOG00000021579",241
"ENSRNOG00000059182",0
"ENSRNOG00000016273",407
"ENSRNOG00000016507",43
"ENSRNOG00000008870",2225
"ENSRNOG00000008412",212
"ENSRNOG00000068847",0
"ENSRNOG00000005383",0
"ENSRNOG00000070810",0
"ENSRNOG00000068724",0
"ENSRNOG00000009970",44
"ENSRNOG00000016704",7246
"ENSRNOG00000068441",0
"ENSRNOG00000070768",0
"ENSRNOG00000066203",0
"ENSRNOG00000070369",0
"ENSRNOG00000032967",0
"ENSRNOG00000050564",32
"ENSRNOG00000007838",1614
"ENSRNOG00000059870",60
"ENSRNOG00000036918",348
"ENSRNOG00000029321",0
"ENSRNOG00000008130",0
"ENSRNOG00000068499",0
"ENSRNOG00000036917",427
"ENSRNOG00000012228",1478
"ENSRNOG00000063414",0
"ENSRNOG00000028526",997
"ENSRNOG00000016813",854
"ENSRNOG00000067025",0
"ENSRNOG00000064322",17
"ENSRNOG00000064061",0
"ENSRNOG00000030158",1
"ENSRNOG00000063572",0
"ENSRNOG00000009726",3
"ENSRNOG00000011944",2403
"ENSRNOG00000006505",620
"ENSRNOG00000069193",0
"ENSRNOG00000070189",0
"ENSRNOG00000006628",224
"ENSRNOG00000017380",651
"ENSRNOG00000068824",0
"ENSRNOG00000049378",1048
"ENSRNOG00000009156",1013
"ENSRNOG00000063550",0
"ENSRNOG00000070159",0
"ENSRNOG00000009031",1
"ENSRNOG00000064847",3
"ENSRNOG00000065855",0
"ENSRNOG00000010090",272
"ENSRNOG00000063876",0
